cf01_seed_id,canonical_search_key,input_doi,input_citation,resolution_status,resolution_method,openalex_id,resolved_doi,resolved_title,work_identity_key,work_identity_status,canonical_seed_id_for_work,seed_ids_sharing_resolved_work,n_seed_ids_sharing_resolved_work,outcome_opened
CF01S0203,SF06:SF06P099,,Ilves et al. (2013) Conservation Genetics 14:661- 669,resolved,crossref_bibliographic_to_openalex_doi,W2131193768,10.1007/s10592-013-0459-x,"Genetic variability, population size and reproduction potential in Ligularia sibirica (L.) populations in Estonia",OPENALEX:W2131193768,resolved_unique_work,CF01S0203,CF01S0203,1,no
CF01S0204,SF06:SF06P100,,Isagi et al. (2007) Sustainability and Diversity of Forest Ecosystems: An Interdisciplinary Approach 382- 389,unresolved,crossref_bibliographic_to_openalex_doi,,,,UNRESOLVED:CF01S0204,unresolved_seed_identity,CF01S0204,CF01S0204,1,no
CF01S0205,SF06:SF06P101,,Jacquemyn et al. (2001) Plant Biology 3:561- 568,resolved,crossref_bibliographic_to_openalex_doi,W2000622689,10.1055/s-2001-17728,"Within and Between Plant Variation in Seed Number, Seed Mass and Germinability of Primula elatior: Effect of Population Size",OPENALEX:W2000622689,resolved_unique_work,CF01S0205,CF01S0205,1,no
CF01S0206,SF06:SF06P102,,Jacquemyn et al. (2002) Oecologia 130:617- 625,resolved,crossref_bibliographic_to_openalex_doi,W2117096191,10.1007/s00442-001-0833-0,"Patch occupancy, population size and reproductive success of a forest herb (Primula elatior) in a fragmented landscape",OPENALEX:W2117096191,resolved_unique_work,CF01S0206,CF01S0206,1,no
CF01S0207,SF06:SF06P103,,Jacquemyn et al. (2006) Oecologia 147:434- 444,resolved,crossref_bibliographic_to_openalex_doi,W2132422058,10.1007/s00442-005-0287-x,"Sexual reproduction, clonal diversity and genetic differentiation in patchily distributed populations of the temperate forest herb Paris quadrifolia (Trilliaceae)",OPENALEX:W2132422058,resolved_unique_work,CF01S0207,CF01S0207,1,no
CF01S0208,SF06:SF06P104,,Jacquemyn et al. (2008) Basic and Applied Ecology 9:392- 400,resolved,crossref_bibliographic_to_openalex_doi,W1983624746,10.1016/j.baae.2007.05.002,"Effects of coppicing on demographic structure, fruit and seed set in Orchis mascula",OPENALEX:W1983624746,resolved_unique_work,CF01S0208,CF01S0208,1,no
CF01S0209,SF06:SF06P105,,Jacquemyn et al. (2009) Biology Letters 5:495- 498,resolved,crossref_bibliographic_to_openalex_doi,W2114145859,10.1098/rsbl.2009.0262,Large population sizes mitigate negative effects of variable weather conditions on fruit set in two spring woodland orchids,OPENALEX:W2114145859,resolved_unique_work,CF01S0209,CF01S0209,1,no
CF01S0210,SF06:SF06P106,,Jennersten (1988) Conservation Biology 2:359- 366,resolved,crossref_bibliographic_to_openalex_doi,W2106587437,10.1111/j.1523-1739.1988.tb00200.x,Pollination in Dianthus deltoides (Caryophyllaceae): Effects of Habitat Fragmentation on Visitation and Seed Set,OPENALEX:W2106587437,resolved_unique_work,CF01S0210,CF01S0210,1,no
CF01S0211,SF06:SF06P107,,Jha & Dick (2010) PNAS 107:13760- 13764,resolved,crossref_bibliographic_to_openalex_doi,W2112423972,10.1073/pnas.1002490107,Native bees mediate long-distance pollen dispersal in a shade coffee landscape mosaic,OPENALEX:W2112423972,resolved_unique_work,CF01S0211,CF01S0211,1,no
CF01S0212,SF06:SF06P108,,Johnson et al. (2004) Biol Conserv 120:31- 39,resolved,crossref_bibliographic_to_openalex_doi,W1994524023,10.1016/j.biocon.2004.01.028,Fruiting failure and limited recruitment in remnant populations of the hawkmoth-pollinated tree Oxyanthus pyriformis subsp. pyriformis (Rubiaceae),OPENALEX:W1994524023,resolved_unique_work,CF01S0212,CF01S0212,1,no
CF01S0213,SF06:SF06P109,,Johnson et al. (2004) Biotropica 36:148- 155,resolved,crossref_bibliographic_to_openalex_doi,W4249838348,10.1111/j.1744-7429.2004.tb00307.x,Factors Contributing to Variation in Seed Production among Remnant Populations of the Endangered Daisy Gerbera aurantiaca 1,OPENALEX:W4249838348,resolved_unique_work,CF01S0213,CF01S0213,1,no
CF01S0214,SF06:SF06P110,,Johnson et al. (2009) Biology Letters 5:282- 285,resolved,crossref_bibliographic_to_openalex_doi,W2104393717,10.1098/rsbl.2008.0702,Relationships between population size and pollen fates in a moth-pollinated orchid,OPENALEX:W2104393717,resolved_unique_work,CF01S0214,CF01S0214,1,no
CF01S0215,SF06:SF06P111,,Jolivet et al. (2012) European Journal of Forest Research 131:1055- 1069,resolved,crossref_bibliographic_to_openalex_doi,W2079180656,10.1007/s10342-011-0576-3,Mating patterns and pollen dispersal in four contrasting wild cherry populations (Prunus avium L.),OPENALEX:W2079180656,resolved_unique_work,CF01S0215,CF01S0215,1,no
CF01S0216,SF06:SF06P112,,Jones & Gliddon (1999) Plant Ecology 141:151- 161,resolved,crossref_bibliographic_to_openalex_doi,W10143922,10.1023/a:1009805401483,Reproductive biology and genetic structure in Lloydia serotina,OPENALEX:W10143922,resolved_unique_work,CF01S0216,CF01S0216,1,no
CF01S0217,SF06:SF06P113,,Jules & Rathcke (1999) Conserv Biol 13:784- 793,resolved,crossref_bibliographic_to_openalex_doi,W2163702632,10.1046/j.1523-1739.1999.97435.x,Mechanisms of Reduced Trillium Recruitment along Edges of Old‐Growth Forest Fragments,OPENALEX:W2163702632,resolved_unique_work,CF01S0217,CF01S0217,1,no
CF01S0218,SF06:SF06P114,,Kahmen & Jules (2005) Forest Ecology and Management 210:107- 116,resolved,crossref_bibliographic_to_openalex_doi,W2169198524,10.1016/j.foreco.2005.02.018,Assessing the recovery of a long-lived herb following logging: Trillium ovatum across a 424-year chronosequence,OPENALEX:W2169198524,resolved_unique_work,CF01S0218,CF01S0218,1,no
CF01S0219,SF06:SF06P115,,Kamm et al. (2011) Forest Ecology and Management 262:1047- 1053,resolved,crossref_bibliographic_to_openalex_doi,W1978064383,10.1016/j.foreco.2011.05.040,"Genetic consequences of low local tree densities – Implications for the management of naturally rare, insect pollinated species in temperate forests",OPENALEX:W1978064383,resolved_unique_work,CF01S0219,CF01S0219,1,no
CF01S0220,SF06:SF06P116,,Karrenberg & Jensen (2000) Folia Geobot 35:191- 202,resolved,crossref_bibliographic_to_openalex_doi,W2010009577,10.1007/bf02803097,Effects of pollination and pollen source on the seed set ofPedicularis palustris,OPENALEX:W2010009577,resolved_unique_work,CF01S0220,CF01S0220,1,no
CF01S0221,SF06:SF06P117,,"Kelly et al. (2000) In: Genetics, Demography and Viability of Fragmented Populations.",unresolved,crossref_bibliographic_to_openalex_doi,,,,UNRESOLVED:CF01S0221,unresolved_seed_identity,CF01S0221,CF01S0221,1,no
CF01S0222,SF06:SF06P118,,Kirchner et al. (2005) Oikos 111:130- 142,resolved,crossref_bibliographic_to_openalex_doi,W2094673475,10.1111/j.0030-1299.2005.14022.x,Effects of local density on insect visitation and fertilization success in the narrow‐endemic Centaurea corymbosa (Asteraceae),OPENALEX:W2094673475,resolved_unique_work,CF01S0222,CF01S0222,1,no
CF01S0223,SF06:SF06P119,,Klank et al. (2010) Journal of Ecology 98:1389- 1397,resolved,crossref_bibliographic_to_openalex_doi,W2111981915,10.1111/j.1365-2745.2010.01720.x,Effects of population size on plant reproduction and pollinator abundance in a specialized pollination system,OPENALEX:W2111981915,resolved_unique_work,CF01S0223,CF01S0223,1,no
CF01S0224,SF06:SF06P120,,Kleizen et al. (2009) South African Journal of Botany 75:739- 743,resolved,crossref_bibliographic_to_openalex_doi,W2005081877,10.1016/j.sajb.2009.07.013,"Variation in seed set amongst populations of a rodent pollinated geophyte, Colchicum coloratum",OPENALEX:W2005081877,resolved_unique_work,CF01S0224,CF01S0224,1,no
CF01S0225,SF06:SF06P121,,Kleunen et al. (2007) Oikos 116:1400- 1412,unresolved,crossref_bibliographic_to_openalex_doi,,,,UNRESOLVED:CF01S0225,unresolved_seed_identity,CF01S0225,CF01S0225,1,no
CF01S0226,SF06:SF06P122,,Knapp et al. (2001) Oecologia 128:48- 55,resolved,crossref_bibliographic_to_openalex_doi,W2138082164,10.1007/s004420000623,Pollen-limited reproduction in blue oak: implications for wind pollination in fragmented populations,OPENALEX:W2138082164,resolved_unique_work,CF01S0226,CF01S0226,1,no
CF01S0227,SF06:SF06P123,,Kolb & Lindhorst (2006) Plant Ecology 185:209- 220,resolved,crossref_bibliographic_to_openalex_doi,W2092910545,10.1007/s11258-005-9096-x,Forest fragmentation and plant reproductive success: a case study in four perennial herbs,OPENALEX:W2092910545,resolved_unique_work,CF01S0227,CF01S0227,1,no
CF01S0228,SF06:SF06P124,,Kolb (2005) J Ecol 93: 1226- 1237,resolved,crossref_bibliographic_to_openalex_doi,W1550622743,10.1111/j.1365-2745.2005.01049.x,Reduced reproductive success and offspring survival in fragmented populations of the forest herbPhyteuma spicatum,OPENALEX:W1550622743,resolved_unique_work,CF01S0228,CF01S0228,1,no
CF01S0229,SF06:SF06P125,,Kolb (2008) Biological Conservation 141:2540- 2549,resolved,crossref_bibliographic_to_openalex_doi,W2083585035,10.1016/j.biocon.2008.07.015,Habitat fragmentation reduces plant fitness by disturbing pollination and modifying response to herbivory,OPENALEX:W2083585035,resolved_unique_work,CF01S0229,CF01S0229,1,no
CF01S0230,SF06:SF06P126,,Kolb et al. (2010) Ecology 91:3210- 3217,resolved,crossref_bibliographic_to_openalex_doi,W2124558710,10.1890/09-2207.1,Population size affects vital rates but not population growth rate of a perennial plant,OPENALEX:W2124558710,resolved_unique_work,CF01S0230,CF01S0230,1,no
CF01S0231,SF06:SF06P127,,Krauss et al. (2007) Australian Journal of Botany 55:390- 399,resolved,crossref_bibliographic_to_openalex_doi,W2073359631,10.1071/bt06141,Population-size effects on seeds and seedlings from fragmented eucalypt populations: implications for seed sourcing for ecological restoration,OPENALEX:W2073359631,resolved_unique_work,CF01S0231,CF01S0231,1,no
CF01S0232,SF06:SF06P128,,Kunin (1997) Journal of Ecology 225- 234,unresolved,crossref_bibliographic_to_openalex_doi,,,,UNRESOLVED:CF01S0232,unresolved_seed_identity,CF01S0232,CF01S0232,1,no
CF01S0233,SF06:SF06P129,,Kéry et al. (2000) Journal of Ecology 88:17- 30,resolved,crossref_bibliographic_to_openalex_doi,W2059689186,10.1046/j.1365-2745.2000.00422.x,Reduced fecundity and offspring performance in small populations of the declining grassland plants Primula veris and Gentiana lutea,OPENALEX:W2059689186,resolved_unique_work,CF01S0233,CF01S0233,1,no
CF01S0234,SF06:SF06P130,,Lander et al. (2010) Biological Conservation 143:2583- 2590,resolved,crossref_bibliographic_to_openalex_doi,W2155363705,10.1016/j.biocon.2010.06.028,"Fragmented but not isolated: Contribution of single trees, small patches and long-distance pollen flow to genetic connectivity for Gomortega keule, an endangered Chilean tree",OPENALEX:W2155363705,resolved_unique_work,CF01S0234,CF01S0234,1,no
CF01S0235,SF06:SF06P131,,Lauterbach et al. (2012) Plant Systematics and Evolution 298:155- 164,resolved,crossref_bibliographic_to_openalex_doi,W2050342766,10.1007/s00606-011-0533-0,Population genetics and fitness in fragmented populations of the dioecious and endangered Silene otites (Caryophyllaceae),OPENALEX:W2050342766,resolved_unique_work,CF01S0235,CF01S0235,1,no
CF01S0236,SF06:SF06P132,,Lee (2000) Heredity 85:338- 345,resolved,crossref_bibliographic_to_openalex_doi,W2015032569,10.1046/j.1365-2540.2000.00761.x,Mating system parameters of Dryobalanops aromatica Gaertn. f. (Dipterocarpaceae) in three different forest types and a seed orchard,OPENALEX:W2015032569,resolved_unique_work,CF01S0236,CF01S0236,1,no
CF01S0237,SF06:SF06P133,,Leimu & Syrjänen (2002) Oikos 98:229- 238,resolved,crossref_bibliographic_to_openalex_doi,W2024117362,10.1034/j.1600-0706.2002.980205.x,"Effects of population size, seed predation and plant size on male and female reproductive success in Vincetoxicum hirundinaria (Asclepiadaceae)",OPENALEX:W2024117362,resolved_unique_work,CF01S0237,CF01S0237,1,no
CF01S0238,SF06:SF06P134,,Lennartsson (2002) Ecology 83:3060- 3072,unresolved,crossref_bibliographic_to_openalex_doi,,,,UNRESOLVED:CF01S0238,unresolved_seed_identity,CF01S0238,CF01S0238,1,no
CF01S0239,SF06:SF06P135,,Leong et al. (2014) PLoS One 9: e86357,unresolved,crossref_bibliographic_to_openalex_doi,,,,UNRESOLVED:CF01S0239,unresolved_seed_identity,CF01S0239,CF01S0239,1,no
CF01S0240,SF06:SF06P136,,Lienert & Fischer (2003) J Ecol 91:587- 599,resolved,crossref_bibliographic_to_openalex_doi,W2006005664,10.1046/j.1365-2745.2003.00793.x,Habitat fragmentation affects the common wetland specialist Primula farinosa in north‐east Switzerland,OPENALEX:W2006005664,resolved_unique_work,CF01S0240,CF01S0240,1,no
CF01S0241,SF06:SF06P137,10.3389/fevo.2018.00039,Llorens et al. (2018) Frontiers in Ecology and Evolution 6: 39,resolved,openalex_doi_exact,W2798049189,10.3389/fevo.2018.00039,Altered Soil Properties Inhibit Fruit Set but Increase Progeny Performance for a Foundation Tree in a Highly Fragmented Landscape,OPENALEX:W2798049189,resolved_unique_work,CF01S0241,CF01S0241,1,no
CF01S0242,SF06:SF06P139,,Lopes & Buzato (2007) Oecologia 154:305- 314,resolved,crossref_bibliographic_to_openalex_doi,W2066220694,10.1007/s00442-007-0830-z,"Variation in pollinator assemblages in a fragmented landscape and its effects on reproductive stages of a self-incompatible treelet, Psychotria suterella (Rubiaceae)",OPENALEX:W2066220694,resolved_unique_work,CF01S0242,CF01S0242,1,no
CF01S0243,SF06:SF06P140,,Lundell et al. (2015) Folia Geobotanica 50:13- 23,resolved,crossref_bibliographic_to_openalex_doi,W1786355109,10.1007/s12224-015-9212-1,Population size and reproduction in the declining endangered forest plant Chimaphila umbellata in Sweden,OPENALEX:W1786355109,resolved_unique_work,CF01S0243,CF01S0243,1,no
CF01S0244,SF06:SF06P141,,Lázaro et al. (2020) Ecological Applications 30:e02099,unresolved,crossref_bibliographic_to_openalex_doi,,,,UNRESOLVED:CF01S0244,unresolved_seed_identity,CF01S0244,CF01S0244,1,no
CF01S0245,SF06:SF06P142,,Magrach et al. (2012) Austral Ecology 37:600- 609,resolved,crossref_bibliographic_to_openalex_doi,W1499119639,10.1111/j.1442-9993.2011.02320.x,Differential effects of anthropogenic edges and gaps on the reproduction of a forest‐dwelling plant: The role of plant reproductive effort and nectar robbing by bumblebees,OPENALEX:W1499119639,resolved_unique_work,CF01S0245,CF01S0245,1,no
CF01S0246,SF06:SF06P143,,Magrach et al. (2013) Journal of Ecology 101:713- 721,resolved,crossref_bibliographic_to_openalex_doi,W2168289048,10.1111/1365-2745.12083,Forest edges show contrasting effects on an austral mistletoe due to differences in pollination and seed dispersal,OPENALEX:W2168289048,resolved_unique_work,CF01S0246,CF01S0246,1,no
CF01S0247,SF06:SF06P144,,Manoel et al. (2012) Scientia Forestalis/Forest Sciences 40:145- 155,unresolved,crossref_bibliographic_to_openalex_doi,,,,UNRESOLVED:CF01S0247,unresolved_seed_identity,CF01S0247,CF01S0247,1,no
CF01S0248,SF06:SF06P145,,Matesanz et al. (2015) Plant Biology 17:1047- 1056,resolved,crossref_bibliographic_to_openalex_doi,W2051373738,10.1111/plb.12329,Fragment size does not matter when you are well connected: effects of fragmentation on fitness of coexisting gypsophiles,OPENALEX:W2051373738,resolved_unique_work,CF01S0248,CF01S0248,1,no
CF01S0249,SF06:SF06P146,,Mathiasen et al. (2007) Conservation Biology 21:232- 240,resolved,crossref_bibliographic_to_openalex_doi,W2096109312,10.1111/j.1523-1739.2006.00565.x,"Genetic Structure and Early Effects of Inbreeding in Fragmented Temperate Forests of a Self‐Incompatible Tree, Embothrium Coccineum",OPENALEX:W2096109312,resolved_unique_work,CF01S0249,CF01S0249,1,no
CF01S0250,SF06:SF06P147,,Matos et al. (2015) Flora 211:1- 10,unresolved,crossref_bibliographic_to_openalex_doi,,,,UNRESOLVED:CF01S0250,unresolved_seed_identity,CF01S0250,CF01S0250,1,no
CF01S0251,SF06:SF06P148,,Matsumura & Washitani (2000) Ecological Research 15:307- 322,resolved,crossref_bibliographic_to_openalex_doi,W2141614308,10.1046/j.1440-1703.2000.00350.x,Effects of population size and pollinator limitation on seed‐set of Primula sieboldii populations in a fragmented landscape,OPENALEX:W2141614308,resolved_unique_work,CF01S0251,CF01S0251,1,no
CF01S0252,SF06:SF06P149,,Medan & Devoto (2017) Plant Systematics and Evolution 303:841- 851,resolved,crossref_bibliographic_to_openalex_doi,W2605669744,10.1007/s00606-017-1417-8,"Ambophily, not entomophily: the reproduction of the perennial Discaria chacaye (Rhamnaceae: Colletieae) along a rainfall gradient in Patagonia, Argentina",OPENALEX:W2605669744,resolved_unique_work,CF01S0252,CF01S0252,1,no
CF01S0253,SF06:SF06P150,,Meekers & Honnay (2011) Plant Ecology 212:1791- 1801,resolved,crossref_bibliographic_to_openalex_doi,W2049236383,10.1007/s11258-011-9949-4,Effects of habitat fragmentation on the reproductive success of the nectar-producing orchid Gymnadenia conopsea and the nectarless Orchis mascula,OPENALEX:W2049236383,resolved_unique_work,CF01S0253,CF01S0253,1,no
CF01S0254,SF06:SF06P151,,Michaels et al. (2019) The American Midland Naturalist 182:160- 180,resolved,crossref_bibliographic_to_openalex_doi,W2977937080,10.1674/0003-0031-182.2.160,"Relationships Among Population Size, Environmental Factors, and Reproduction in Lupinus perennis (Fabaceae)",OPENALEX:W2977937080,resolved_unique_work,CF01S0254,CF01S0254,1,no
CF01S0255,SF06:SF06P152,,Milberg & Bertilsson (1997) Flora 192:361- 367,resolved,crossref_bibliographic_to_openalex_doi,W2588362708,10.1016/s0367-2530(17)30806-x,What determines seed set in Dracocephalum ryuschiana L. an endangered grassland plant?,OPENALEX:W2588362708,resolved_unique_work,CF01S0255,CF01S0255,1,no
CF01S0256,SF06:SF06P153,,Millar et al. (2000) Australian Journal of Botany 48:475- 479,resolved,crossref_bibliographic_to_openalex_doi,W2069296008,10.1071/bt98088,"Mating system studies in jarrah, Eucalyptus marginata (Myrtaceae)",OPENALEX:W2069296008,resolved_unique_work,CF01S0256,CF01S0256,1,no
CF01S0257,SF06:SF06P154,,Mimura et al. (2009) 18:4180- 4192,resolved,crossref_bibliographic_to_openalex_doi,W1909916158,10.1111/j.1365-294x.2009.04350.x,Comparison of contemporary mating patterns in continuous and fragmented Eucalyptus globulus native forests,OPENALEX:W1909916158,resolved_unique_work,CF01S0257,CF01S0257,1,no
CF01S0258,SF06:SF06P155,,Montgomery et al. (2003) New Zealand Journal of Botany 41:277- 286,resolved,crossref_bibliographic_to_openalex_doi,W2042197638,10.1080/0028825x.2003.9512846,"Pollinator behaviour, not increased resources, boosts seed set on forest edges in a New Zealand Loranthaceous mistletoe",OPENALEX:W2042197638,resolved_unique_work,CF01S0258,CF01S0258,1,no
CF01S0259,SF06:SF06P156,,Moody-Weis & Heywood (2001) Am J Bot 88:1615- 1622,unresolved,crossref_bibliographic_to_openalex_doi,,,,UNRESOLVED:CF01S0259,unresolved_seed_identity,CF01S0259,CF01S0259,1,no
CF01S0260,SF06:SF06P157,,Morgan (1999) Conserv Biol 13:266- 273,resolved,crossref_bibliographic_to_openalex_doi,W1967025238,10.1046/j.1523-1739.1999.013002266.x,"Effects of Population Size on Seed Production and Germinability in an Endangered, Fragmented Grassland Plant",OPENALEX:W1967025238,resolved_unique_work,CF01S0260,CF01S0260,1,no
CF01S0261,SF06:SF06P158,,Morgan et al. (2013) International Journal of Plant Sciences 174:1209- 1218,resolved,crossref_bibliographic_to_openalex_doi,W1969320032,10.1086/673242,"Severe Habitat Fragmentation Leads to Declines in Genetic Variation, Mate Availability, and Reproductive Success in Small Populations of a Once-Common Australian Grassland Daisy",OPENALEX:W1969320032,resolved_unique_work,CF01S0261,CF01S0261,1,no
CF01S0262,SF06:SF06P159,,Mustajarvi et al. (2001) J Ecol 89:80- 87,unresolved,crossref_bibliographic_to_openalex_doi,,,,UNRESOLVED:CF01S0262,unresolved_seed_identity,CF01S0262,CF01S0262,1,no
CF01S0263,SF06:SF06P160,,Nagamitsu et al. (2016) Ecological Research 31:239- 250,resolved,crossref_bibliographic_to_openalex_doi,W2238507191,10.1007/s11284-015-1331-x,Effects of converting natural forests to coniferous plantations on fruit and seed production and mating patterns in wild cherry trees,OPENALEX:W2238507191,resolved_unique_work,CF01S0263,CF01S0263,1,no
CF01S0264,SF06:SF06P161,,Nielsen & Ims (2000) Ecoscience 7:157- 165,resolved,crossref_bibliographic_to_openalex_doi,W214136706,10.1080/11956860.2000.11682584,Bumble bee pollination of the sticky catchfly in a fragmented agricultural landscape,OPENALEX:W214136706,resolved_unique_work,CF01S0264,CF01S0264,1,no
CF01S0265,SF06:SF06P162,,O'Connell et al. (2006) Heredity 97:418- 426,unresolved,crossref_bibliographic_to_openalex_doi,,,,UNRESOLVED:CF01S0265,unresolved_seed_identity,CF01S0265,CF01S0265,1,no
CF01S0266,SF06:SF06P163,,Olotu et al. (2012) African Journal of Ecology 50:109- 116,resolved,crossref_bibliographic_to_openalex_doi,W1515281609,10.1111/j.1365-2028.2011.01302.x,"Effects of forest fragmentation on pollination of Mesogyne insignis (Moraceae) in Amani Nature Reserve forests, Tanzania",OPENALEX:W1515281609,resolved_unique_work,CF01S0266,CF01S0266,1,no
CF01S0267,SF06:SF06P164,,Omondi et al. (2018) New Forests 49:53- 65,resolved,crossref_bibliographic_to_openalex_doi,W2739654678,10.1007/s11056-017-9604-6,Mating patterns of the gum arabic tree (Acacia senegal synonym Senegalia senegal) in two different habitats,OPENALEX:W2739654678,resolved_unique_work,CF01S0267,CF01S0267,1,no
CF01S0268,SF06:SF06P165,,Oostermeijer et al. (1998) Conservation Biology 12:1042- 1053,resolved,crossref_bibliographic_to_openalex_doi,W2054448740,10.1046/j.1523-1739.1998.97090.x,Relationships between Population and Habitat Characteristics and Reproduction of the Rare Gentiana pneumonanthe L.,OPENALEX:W2054448740,resolved_unique_work,CF01S0268,CF01S0268,1,no
CF01S0269,SF06:SF06P166,,Ortego et al. (2014) Journal of Plant Ecology 7:384- 395,resolved,crossref_bibliographic_to_openalex_doi,W2153680364,10.1093/jpe/rtt049,Extensive pollen immigration and no evidence of disrupted mating patterns or reproduction in a highly fragmented holm oak stand,OPENALEX:W2153680364,resolved_unique_work,CF01S0269,CF01S0269,1,no
CF01S0270,SF06:SF06P167,,Oyama et al. (2017) Forest Ecology and Management 390:27- 35,resolved,crossref_bibliographic_to_openalex_doi,W2581007531,10.1016/j.foreco.2017.01.018,Gene flow interruption in a recently human-modified landscape: The value of isolated trees for the maintenance of genetic diversity in a Mexican endemic red oak,OPENALEX:W2581007531,resolved_unique_work,CF01S0270,CF01S0270,1,no
CF01S0271,SF06:SF06P168,,Parra-Tabla et al. (2011) Biotropica 43:640- 647,unresolved,crossref_bibliographic_to_openalex_doi,,,,UNRESOLVED:CF01S0271,unresolved_seed_identity,CF01S0271,CF01S0271,1,no
CF01S0272,SF06:SF06P169,,Parraguirre-Lezama et al. (2004) Agrociencia 38:107- 119,unresolved,crossref_bibliographic_to_openalex_doi,,,,UNRESOLVED:CF01S0272,unresolved_seed_identity,CF01S0272,CF01S0272,1,no
CF01S0273,SF06:SF06P170,,ParraTabla et al. (2000) Biol Conserv 94:335- 340,unresolved,crossref_bibliographic_to_openalex_doi,,,,UNRESOLVED:CF01S0273,unresolved_seed_identity,CF01S0273,CF01S0273,1,no
CF01S0274,SF06:SF06P171,,Paschke et al. (2002) Am J Bot 89:1250- 1259,resolved,crossref_bibliographic_to_openalex_doi,W2034185921,10.3732/ajb.89.8.1250,Effects of population size and pollen diversity on reproductive success and offspring size in the narrow endemic Cochlearia bavarica (Brassicaceae),OPENALEX:W2034185921,resolved_unique_work,CF01S0274,CF01S0274,1,no
CF01S0275,SF06:SF06P172,,Pauw (2007) Ecology 88:1759- 1769,resolved,crossref_bibliographic_to_openalex_doi,W2002469834,10.1890/06-1383.1,COLLAPSE OF A POLLINATION WEB IN SMALL CONSERVATION AREAS,OPENALEX:W2002469834,resolved_unique_work,CF01S0275,CF01S0275,1,no
CF01S0276,SF06:SF06P173,,Pearion (2015) The Journal of the Torrey Botanical Society 142:38- 50,resolved,crossref_bibliographic_to_openalex_doi,W2124480212,10.3159/torrey-d-14-00016.1,The reproductive ecology ofMononeuria patula(Michx.) Dillenb. and Kadereit (Caryophyllaceae)1,OPENALEX:W2124480212,resolved_unique_work,CF01S0276,CF01S0276,1,no
CF01S0277,SF06:SF06P174,,Pellegrino & Bellusci (2014) Botanical Journal of the Linnean Society 176:408- 420,resolved,crossref_bibliographic_to_openalex_doi,W1526630455,10.1111/boj.12204,Effects of human disturbance on reproductive success and population viability ofSerapias cordigera(Orchidaceae),OPENALEX:W1526630455,resolved_unique_work,CF01S0277,CF01S0277,1,no
CF01S0278,SF06:SF06P176,,Pereyra et al. (2015) Arthropod-Plant Interactions 9:175- 186,resolved,crossref_bibliographic_to_openalex_doi,W2084136327,10.1007/s11829-015-9361-4,Does edge effect and patch size affect the interaction between ants and Croton lachnostachyus in fragmented landscapes of Chaco forest?,OPENALEX:W2084136327,resolved_unique_work,CF01S0278,CF01S0278,1,no
CF01S0279,SF06:SF06P177,,Pierce et al. (2018) Biodiversity and Conservation 27:891- 905,resolved,crossref_bibliographic_to_openalex_doi,W2769029362,10.1007/s10531-017-1470-1,Identifying population thresholds for flowering plant reproductive success: the marsh gentian (Gentiana pneumonanthe) as a flagship species of humid meadows and heathland,OPENALEX:W2769029362,resolved_unique_work,CF01S0279,CF01S0279,1,no
CF01S0280,SF06:SF06P178,,Pires et al. (2014) Austral Ecology 39: 328- 336,resolved,crossref_bibliographic_to_openalex_doi,W1886131525,10.1111/aec.12082,"Plant size, flowering synchrony and edge effects: What, how and where they affect the reproductive success of a Neotropical tree species",OPENALEX:W1886131525,resolved_unique_work,CF01S0280,CF01S0280,1,no
CF01S0281,SF06:SF06P179,,Pol et al. (2019) Tropical Ecology 60:462- 471,resolved,crossref_bibliographic_to_openalex_doi,W2990336274,10.1007/s42965-019-00049-6,Effects of forest fragmentation on Ficus adhatodifolia Schott ex Spreng phenology and on its interactions with wasps,OPENALEX:W2990336274,resolved_unique_work,CF01S0281,CF01S0281,1,no
CF01S0282,SF06:SF06P180,,Quesada et al. (2003) Oecologia 135:400- 406,resolved,crossref_bibliographic_to_openalex_doi,W2113217791,10.1007/s00442-003-1234-3,Effects of habitat disruption on the activity of nectarivorous bats (Chiroptera: Phyllostomidae) in a dry tropical forest: implications for the reproductive success of the neotropical tree Ceiba grandiflora,OPENALEX:W2113217791,resolved_unique_work,CF01S0282,CF01S0282,1,no
CF01S0283,SF06:SF06P181,,Quesada et al. (2004) Biotropica 36:131- 138,resolved,crossref_bibliographic_to_openalex_doi,W2147325905,10.1111/j.1744-7429.2004.tb00305.x,Effects of Forest Fragmentation on Pollinator Activity and Consequences for Plant Reproductive Success and Mating Patterns in Bat‐pollinated Bombacaceous Trees1,OPENALEX:W2147325905,resolved_unique_work,CF01S0283,CF01S0283,1,no
CF01S0284,SF06:SF06P182,,Quesada et al. (2013) American Journal of Botany 100:1095- 1101,resolved,crossref_bibliographic_to_openalex_doi,W2156741059,10.3732/ajb.1200542,"Long‐term effects of habitat fragmentation on mating patterns and gene flow of a tropical dry forest tree, Ceiba aesculifolia (Malvaceae: Bombacoideae)",OPENALEX:W2156741059,resolved_unique_work,CF01S0284,CF01S0284,1,no
CF01S0285,SF06:SF06P183,,Rabasa et al. (2009) Plant Ecology 200:241- 254,resolved,crossref_bibliographic_to_openalex_doi,W1997570828,10.1007/s11258-008-9448-4,Temporal variation in the effects of habitat fragmentation on reproduction of the Mediterranean shrub Colutea hispanica,OPENALEX:W1997570828,resolved_unique_work,CF01S0285,CF01S0285,1,no
