canonical_identity_key,source_frames,source_ids,citation,species,metadata_layers,sf06_responses,land_use_factors,sf05_title_method_hints,existing_egwee_programmes,screen_class,screen_action,screening_status,outcome_opened
SF06:SF06P153,SF06,SF06:SF06P153,Millar et al. (2000) Australian Journal of Botany 48:475- 479,Eucalyptus_marginata,F,Male fitness,Habitat fragmentation,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
SF06:SF06P154,SF06,SF06:SF06P154,Mimura et al. (2009) 18:4180- 4192,Eucalyptus_globulus,F,Male fitness,Habitat Fragmentation,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
SF06:SF06P155,SF06,SF06:SF06P155,Montgomery et al. (2003) New Zealand Journal of Botany 41:277- 286,Peraxilla_tetrapetala,F,Female fitness,Habitat Fragmentation,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
SF06:SF06P156,SF06,SF06:SF06P156,Moody-Weis & Heywood (2001) Am J Bot 88:1615- 1622,Oenothera_macrocarpa,F,Female fitness,Habitat Fragmentation,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
SF06:SF06P157,SF06,SF06:SF06P157,Morgan (1999) Conserv Biol 13:266- 273,Rutidosis_leptorrhynchoides,F,Female fitness,Habitat Fragmentation,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
SF06:SF06P158,SF06,SF06:SF06P158,Morgan et al. (2013) International Journal of Plant Sciences 174:1209- 1218,Leucochrysum_albicans,F,Female fitness,Habitat Fragmentation,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
SF06:SF06P159,SF06,SF06:SF06P159,Mustajarvi et al. (2001) J Ecol 89:80- 87,Viscaria_vulgaris,F,Female fitness,Habitat Fragmentation,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
SF06:SF06P160,SF06,SF06:SF06P160,Nagamitsu et al. (2016) Ecological Research 31:239- 250,Prunus_leveilleana,F,Male fitness,Habitat fragmentation,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
SF06:SF06P161,SF06,SF06:SF06P161,Nielsen & Ims (2000) Ecoscience 7:157- 165,Viscaria_vulgaris,F,Female fitness,Habitat Fragmentation,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
SF06:SF06P162,SF06,SF06:SF06P162,O'Connell et al. (2006) Heredity 97:418- 426,Picea_laxa,F,Male fitness,Habitat fragmentation,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
SF06:SF06P163,SF06,SF06:SF06P163,Olotu et al. (2012) African Journal of Ecology 50:109- 116,Mesogyne_insignis,F,Female fitness,Habitat Fragmentation,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
SF06:SF06P164,SF06,SF06:SF06P164,Omondi et al. (2018) New Forests 49:53- 65,Senegalia_senegal,F,Male fitness,Habitat fragmentation,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
SF06:SF06P165,SF06,SF06:SF06P165,Oostermeijer et al. (1998) Conservation Biology 12:1042- 1053,Gentiana_pneumonanthe,F,Female fitness,Habitat Fragmentation,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
SF06:SF06P166,SF06,SF06:SF06P166,Ortego et al. (2014) Journal of Plant Ecology 7:384- 395,Quercus_ilex,F,Female fitness; Male fitness,Habitat Fragmentation; Habitat fragmentation,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
SF06:SF06P167,SF06,SF06:SF06P167,Oyama et al. (2017) Forest Ecology and Management 390:27- 35,Quercus_castanea,F,Male fitness,Habitat fragmentation,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
SF06:SF06P168,SF06,SF06:SF06P168,Parra-Tabla et al. (2011) Biotropica 43:640- 647,Myrmecophila_christinae,F,Female fitness,Habitat Fragmentation,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
SF06:SF06P169,SF06,SF06:SF06P169,Parraguirre-Lezama et al. (2004) Agrociencia 38:107- 119,Pinus_greggii,F,Male fitness,Habitat fragmentation,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
SF06:SF06P170,SF06,SF06:SF06P170,ParraTabla et al. (2000) Biol Conserv 94:335- 340,Trichocentrum_ascendens,F,Female fitness,Habitat Fragmentation,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
SF06:SF06P171,SF06,SF06:SF06P171,Paschke et al. (2002) Am J Bot 89:1250- 1259,Cochlearia_bavarica,F,Female fitness,Habitat Fragmentation,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
SF06:SF06P172,SF06,SF06:SF06P172,Pauw (2007) Ecology 88:1759- 1769,Pterygodium_catholicum,F,Female fitness,Habitat Fragmentation,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
SF06:SF06P173,SF06,SF06:SF06P173,Pearion (2015) The Journal of the Torrey Botanical Society 142:38- 50,Mononeuria_patula,F,Female fitness,Habitat Fragmentation,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
SF06:SF06P174,SF06,SF06:SF06P174,Pellegrino & Bellusci (2014) Botanical Journal of the Linnean Society 176:408- 420,Serapias_cordigera,F,Female fitness,Habitat Fragmentation,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
SF06:SF06P176,SF06,SF06:SF06P176,Pereyra et al. (2015) Arthropod-Plant Interactions 9:175- 186,Croton_lachnostachyus,F,Female fitness,Habitat Fragmentation,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
SF06:SF06P177,SF06,SF06:SF06P177,Pierce et al. (2018) Biodiversity and Conservation 27:891- 905,Gentiana_pneumonanthe,F;I,Female fitness; Pollination,Habitat Fragmentation; Habitat fragmentation,,,primary_if_fragmentation_design_screen,screen_title_abstract_methods_same_exposure_and_independent_unit,pending_outcome_blind_design_screen,no
SF06:SF06P178,SF06,SF06:SF06P178,Pires et al. (2014) Austral Ecology 39: 328- 336,Senefeldera_verticillata,F,Female fitness,Habitat Fragmentation,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
SF06:SF06P179,SF06,SF06:SF06P179,Pol et al. (2019) Tropical Ecology 60:462- 471,Ficus_adhantodifolia,F,Female fitness,Habitat Fragmentation,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
SF06:SF06P180,SF06,SF06:SF06P180,Quesada et al. (2003) Oecologia 135:400- 406,Ceiba_grandiflora,F,Female fitness,Habitat Fragmentation,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
SF06:SF06P181,SF06,SF06:SF06P181,Quesada et al. (2004) Biotropica 36:131- 138,Ceiba_aesculifolia; Ceiba_grandiflora,F,Female fitness,Habitat Fragmentation,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
SF06:SF06P182,SF06,SF06:SF06P182,Quesada et al. (2013) American Journal of Botany 100:1095- 1101,Ceiba_aesculifolia,F,Male fitness,Habitat fragmentation,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
SF06:SF06P183,SF06,SF06:SF06P183,Rabasa et al. (2009) Plant Ecology 200:241- 254,Colutea_arborescens_subsp._hispanica,F,Female fitness,Habitat Fragmentation,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
SF06:SF06P184,SF06,SF06:SF06P184,Ramos & Santos (2006) Biotropica 38:383- 389,Psychotria_tenuinervis,F,Female fitness,Habitat Fragmentation,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
SF06:SF06P185,SF06,SF06:SF06P185,Ramos et al. (2008) Biochemical Genetics 46:88- 100,Psychotria_tenuinervis,F,Male fitness,Habitat fragmentation,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
SF06:SF06P186,SF06,SF06:SF06P186,Rey et al. (2018) Plant Biology 20:1083- 1092,Ziziphus_lotus,F,Female fitness,Habitat Fragmentation,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
SF06:SF06P187,SF06,SF06:SF06P187,Ribeiro & Lovato (2004) Genetics and Molecular Biology 27: 418- 424,Senna_multijuga,F,Male fitness,Habitat fragmentation,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
SF06:SF06P188,SF06,SF06:SF06P188,Robledo-Arnuncio et al. (2004) Molecular Ecology 13:2567- 2577,Pinus_sylvestris,F,Male fitness,Habitat fragmentation,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
SF06:SF06P189,SF06,SF06:SF06P189,Rocha & Aguilar (2001) Am J Bot 88:1607- 1614,Enterolobium_cyclocarpum,F,Female fitness; Male fitness,Habitat fragmentation; Habitat Fragmentation,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
SF06:SF06P190,SF06,SF06:SF06P190,Rosas et al. (2011) Biological Conservation 144:3082- 3088,Swietenia_humilis,F,Male fitness,Habitat fragmentation,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
SF06:SF06P191,SF06,SF06:SF06P191,Rossetto et al. (2004) Biol Conserv 117:33- 39,Elaeocarpus_williamsianus,F,Female fitness,Habitat Fragmentation,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
SF06:SF06P192,SF06,SF06:SF06P192,Sampson & Byrne (2008) Molecular Ecology 17:2769- 2781,Eucalyptus_loxophleba,F,Male fitness,Habiat fragmentation,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
SF06:SF06P193,SF06,SF06:SF06P193,Sampson et al. (2014) Heredity 112:172- 181,Melaleuca_quadrifida,F,Male fitness,Habiat fragmentation,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
SF06:SF06P194,SF06,SF06:SF06P194,Sampson et al. (2016) Ecology and Evolution 6:5867- 5880,Hakea_oldfieldii,F,Female fitness; Male fitness,Habitat fragmentation; Habitat Fragmentation,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
SF06:SF06P195,SF06,SF06:SF06P195,Scaccabarozzi et al. (2020) Botanical Journal of the Linnean Society 194:253- 269,Diuris_magnifica,F,Female fitness; Male fitness,Habitat Fragmentation; Habitat fragmentation,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
SF06:SF06P196,SF06,SF06:SF06P196,Schmidt & Jensen (2000) Am J Bot 87:678- 689,Pedicularis_palustris,F,Female fitness,Habitat Fragmentation,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
SF06:SF06P197,SF06,SF06:SF06P197,Schmucki & De Blois (2009) Oecologia 160:721- 733,Trillium_grandiflorum,F,Female fitness,Habitat Fragmentation,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
SF06:SF06P198,SF06,SF06:SF06P198,Seoane et al. (2005) Scientia Forestalis 69:13- 24,Euterpe_edulis,F,Male fitness,Habitat fragmentation,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
SF06:SF06P199,SF06,SF06:SF06P199,Severns (2003) Biol Conserv 110:221- 229,Lupinus_sulphureus,F,Female fitness,Habitat Fragmentation,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
SF06:SF06P200,SF06,SF06:SF06P200,Shao et al. (2008) Journal of Integrative Plant Biology 50:1151- 1160,Primula_merrilliana,F,Female fitness,Habitat Fragmentation,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
SF06:SF06P201,SF06,SF06:SF06P201,Silva et al. (2014) Revista de Biología Tropical 62:369- 380,Psychotria_hastisepala,F,Female fitness,Habitat Fragmentation,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
SF06:SF06P202,SF06,SF06:SF06P202,Smith-Ramirez & Armesto (2003) Aus Ecol 28:53- 60,Embothrium_coccineum,F,Female fitness,Habitat Fragmentation,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
SF06:SF06P203,SF06,SF06:SF06P203,Smith-Ramírez et al. (2007) Biodiversity Loss & Conservation 102- 119,Embothrium_coccineum,F,Female fitness,Habitat Fragmentation,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
SF06:SF06P204,SF06,SF06:SF06P204,Somanathan & Borges (2000) Biol Conserv 94:243- 256,Dyospyros_montana,F,Female fitness,Habitat Fragmentation,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
SF06:SF06P205,SF06,SF06:SF06P205,Sonne & Hauser (2014) Annales Botanici Fennici 51:375- 386,Dactylorhiza_sambucina,F,Female fitness,Habitat Fragmentation,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
SF06:SF06P206,SF06,SF06:SF06P206,Spigler (2018) Annals of Botany 121:513- 524,Sabatia_angularis,F,Female fitness,Habitat Fragmentation,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
SF06:SF06P207,SF06,SF06:SF06P207,Steffan-Dewenter & Tscharntke (1996) VII International Symposium on Pollination 437 (pp. 231- 234),Raphanus_raphanistrum,F,Female fitness,Habitat Fragmentation,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
SF06:SF06P208,SF06,SF06:SF06P208,Steffan-Dewenter & Tscharntke (1999) Oecologia 121:432- 440,Raphanus_raphanistrum; Raphanus_raphanistrum_subsp._sativus,F,Female fitness,Habitat Fragmentation,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
SF06:SF06P209,SF06,SF06:SF06P209,Steffan-Dewenter et al. (2001) Proc Royal Soc London S B: Biol Sci 268:1685- 1690,Centaurea_jacea,F,Female fitness,Agriculture,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
SF06:SF06P210,SF06,SF06:SF06P210,Sáyago et al. (2018) AoB Plants 10: ply038,Tillandsia_intermedia; Tillandsia_makoyana,F,Female fitness,Habitat Fragmentation,,ML008,existing_egwee_programme,do_not_recruit_as_new,linked_existing_no_new_recruitment,no
SF06:SF06P211,SF06,SF06:SF06P211,Sõber et al. (2009) Basic and Applied Ecology 10:737- 744,Verbascum_nigrum,F,Female fitness,Habitat Fragmentation,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
SF06:SF06P212,SF06,SF06:SF06P212,Tamaki et al. (2009) Molecular Ecology 18: 2365- 2374,Magnolia_stellata,F,Male fitness,Habitat fragmentation,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
SF06:SF06P213,SF06,SF06:SF06P213,Tambarussi et al. (2016) International Forestry Review 18:502- 510,Cariniana_legalis,F,Male fitness,Habitat fragmentation,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
SF06:SF06P214,SF06,SF06:SF06P214,Tewksbury et al. (2002) PNAS 99:12923- 12926,Ilex_verticillata,F,Female fitness,Habitat Fragmentation,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
SF06:SF06P215,SF06,SF06:SF06P215,Tomimatsu & Ohara (2002) Conserv Biol 16:1277- 1285,Trillium_camschatcense,F,Female fitness,Habitat Fragmentation,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
SF06:SF06P216,SF06,SF06:SF06P216,Tsaliki & Diekmann (2010) Plant Biology 12:622- 629,Genista_albida; Genista_anglica,F,Female fitness,Habitat Fragmentation,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
SF06:SF06P217,SF06,SF06:SF06P217,Tscheulin & Petanidou (2011) Apidologie 42:67- 77,Thymbra_capitata,F,Female fitness,Habitat Fragmentation,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
SF06:SF06P218,SF06,SF06:SF06P218,Valdivia et al. (2005) Biodiversity & Conservation 15:1845- 1856,Lapageria_rosea,F,Female fitness,Habitat Fragmentation,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
SF06:SF06P219,SF06,SF06:SF06P219,Valdés & García (2011) Journal of Applied Ecology 48:1422- 1431,Primula_vulgaris,F,Female fitness,Habitat Fragmentation,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
SF06:SF06P220,SF06,SF06:SF06P220,Vallius et al. (2007) Nordic Journal of Botany 25:183- 189,Dactylorhiza_incarnata,F,Female fitness; Male fitness,Habitat Fragmentation; Habitat fragmentation,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
SF06:SF06P221,SF06,SF06:SF06P221,van Kleulen & Johnson (2005) American Journal of Botany 92:1124- 1130,Senna_didymobotrya,F;I,Female fitness; Pollination,Habitat Fragmentation; Habitat fragmentation,,,primary_if_fragmentation_design_screen,screen_title_abstract_methods_same_exposure_and_independent_unit,pending_outcome_blind_design_screen,no
SF06:SF06P222,SF06,SF06:SF06P222,Van Rossum (2002) Conserv Biol 16:1286- 1295,Primula_elatior,F,Female fitness,Habitat Fragmentation,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
SF06:SF06P223,SF06,SF06:SF06P223,Van Rossum (2009) Belgian Journal of Botany 98- 110,Lychnis_flos- cuculi,F,Female fitness,Habitat Fragmentation,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
SF06:SF06P224,SF06,SF06:SF06P224,"Van Rossum (2010) Perspective in Plant Ecology, Evolution and Systematics 12:21- 29",Centaurea_jacea,F,Female fitness,Habitat Fragmentation,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
SF06:SF06P225,SF06,SF06:SF06P225,Van Rossum et al. (2006) Acta Oecologica 30:426- 433,Primula_veris,F,Female fitness,Habitat Fragmentation,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
SF06:SF06P226,SF06,SF06:SF06P226,Vivarelli et al. (2011) Botanical Journal of the Linnean Society 165:267- 277,Ononis_spinosa_subsp._masquillierii,F,Female fitness,Habitat Fragmentation,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
SF06:SF06P227,SF06,SF06:SF06P227,Vranckx et al. (2014) Forest Ecology and Management 312:19- 27,Quercus_robur,F,Male fitness,Habitat fragmentation,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
SF06:SF06P228,SF06,SF06:SF06P228,Vranckx et al. (2014) Forest Ecology and Management 328:254- 261,Quercus_robur,F,Male fitness,Habitat fragmentation,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
SF06:SF06P229,SF06,SF06:SF06P229,Wagenius & Lyon (2010) Ecology 91:733- 742,Echinacea_angustifolia,F;I,Female fitness; Pollination,Habitat Fragmentation; Habitat fragmentation,,,primary_if_fragmentation_design_screen,screen_title_abstract_methods_same_exposure_and_independent_unit,pending_outcome_blind_design_screen,no
SF06:SF06P230,SF06,SF06:SF06P230,Wagenius (2006) Ecology 87:931- 941,Echinacea_angustifolia,F;I,Female fitness; Pollination,Habitat Fragmentation; Habitat fragmentation,,,primary_if_fragmentation_design_screen,screen_title_abstract_methods_same_exposure_and_independent_unit,pending_outcome_blind_design_screen,no
SF06:SF06P231,SF06,SF06:SF06P231,Waites & Agren (2004) Journal of Ecology 92:512- 526,Lythrum_salicaria,I,Pollination,population size,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
SF06:SF06P232,SF06,SF06:SF06P232,Waites & Ågren (2004) Journal of ecology 92:512- 526,Lythrum_salicaria,F,Female fitness,Habitat Fragmentation,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
SF06:SF06P233,SF06,SF06:SF06P233,Wang et al. (2010) Forest Ecology and Management 260:2180- 2188,Eurycorymbus_cavaleriei; Pinus_tabulaeformis,F,Female fitness; Male fitness,Habitat fragmentation; Habitat Fragmentation,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
SF06:SF06P234,SF06,SF06:SF06P234,Wang et al. (2012) PloS One 7:e48731,Sagittaria_graminea; Sagittaria_trifolia,F,Female fitness,Habitat Fragmentation,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
SF06:SF06P235,SF06,SF06:SF06P235,Warburton et al. (2000) Conserv Biol 96:45- 54,Santalum_acuminatum,F,Female fitness,Habitat Fragmentation,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
SF06:SF06P236,SF06,SF06:SF06P236,Ward et al. (2013) Oecologia 171:883- 891,Gomphocarpus_fruticosus; Gomphocarpus_physocarpus,F,Female fitness,Habitat Fragmentation,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
SF06:SF06P237,SF06,SF06:SF06P237,Watanabe et al. (2003) Pl Sp Biol 18:107- 121,Primula_sieboldii,F,Female fitness,Habitat Fragmentation,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
SF06:SF06P238,SF06,SF06:SF06P238,Weber & Kolb (2011) Evolutionary Ecology 25:417- 428,Phyteuma_spicatum,F,Female fitness,Habitat Fragmentation,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
SF06:SF06P239,SF06,SF06:SF06P239,Winter et al. (2008) Biological conservation 141:1095- 1104,Euphorbia_palustris; Jacobaea_paludosa; Lathyrus_clymenum; Sanguisorba_officinalis; Veronica_longifolia,F,Female fitness,Habitat Fragmentation,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
SF06:SF06P240,SF06,SF06:SF06P240,Wolf et al. (2000) Conservation Biology 14:454- 463,Calystegia_collina,F,Female fitness,Habitat Fragmentation,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
SF06:SF06P241,SF06,SF06:SF06P241,Woods et al. (2022) Landscape Ecology 37:1059- 1073,Heliconia_tortuosa,F;I,Female fitness; Pollination,Habitat Fragmentation; Habitat fragmentation,,,primary_if_fragmentation_design_screen,screen_title_abstract_methods_same_exposure_and_independent_unit,pending_outcome_blind_design_screen,no
SF06:SF06P242,SF06,SF06:SF06P242,Yates & Ladd (2004) Austral Ecology 29:189- 200,Verticordia_staminosa,F;I,Female fitness; Pollination,Habitat Fragmentation; Habitat fragmentation,,,primary_if_fragmentation_design_screen,screen_title_abstract_methods_same_exposure_and_independent_unit,pending_outcome_blind_design_screen,no
SF06:SF06P243,SF06,SF06:SF06P243,Yates & Ladd (2005) Conserv Biol 19:239- 249,Verticordia_fimbrilepis,F,Female fitness,Habitat Fragmentation,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
SF06:SF06P244,SF06,SF06:SF06P244,Yates et al. (2007) Biodiversity and Conservation 16:1379- 1395,Melaleuca_quadrifida,F;I,Male fitness; Pollination,Habiat fragmentation; Habitat fragmentation,,,primary_if_fragmentation_design_screen,screen_title_abstract_methods_same_exposure_and_independent_unit,pending_outcome_blind_design_screen,no
SF06:SF06P245,SF06,SF06:SF06P245,Yates et al. (2007) Biological Conservation 136:306- 314.,Melaleuca_quadrifida,F,Female fitness,Habitat Fragmentation,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
SF06:SF06P246,SF06,SF06:SF06P246,Yezzi et al. (2020) Plant Ecology 221:1275- 1291,Margyricarpus_pinnatus; Senecio_pampeanus,F,Female fitness,Habitat Fragmentation,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
SF06:SF06P247,SF06,SF06:SF06P247,Young & Brown (1999) Genetics Research 73:111- 117,Rutidosis_leptorrhynchoides,F,Male fitness,Habitat fragmentation,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
