Paper,ID,species,family,life.fo.cat,life.form,life.cycle,foliage,rep.sys,mating.sys,S.I.,outcross.rate,out.rate.unit,selfing.rate,t.pol,pol.clas,pol.v,t.disp,d.clas,d.vec,country,biome,clim.reg,meta,cohort.mean,pop.name,cohort.grp,cohort,Pob.desc,density,dsensity.unit,sampling.type,N,marker,no.markers,FSGS.significance,F(1),bF,Sp,Sp (SE),f o F,FST,FIS ,Ho,He,AR,Kinship.coefficient,Kinship.coefficient (citation),time.w/o.dist,time.from.dist,disturbance,dist.desc,dist.clas,dist.code,logging,experimental.fragmentation,opening.clearings,agriculture,farming,urbanization,mining,construction,roads,fire,silviculture,agrofoestry,plantations,fertilizers/pesticides,conserved,year,first.author,citation,reference,Sp,F1,B,correlogram,data
46,70,Aucoumea klaineana,Burseraceae,tree/shrub,tree,Perennial,Evergreen,Dioecious,m.out,NA,NA,NA,NA,Biotic,Bs,In,Abiotic,Ab-l,Wi,Gabon,Tropical deciduous rainforest,Tropical,Y,N,P4,non-adult,juvenil,Zomoko,NA,NA,juvenile trees on recent roads,114,microsatellites,10,Y,5.3499999999999999E-2,-9.9000000000000008E-3,1.38E-2,5.4999999999999997E-3,NA,NA,8.7999999999999995E-2,0.51100000000000001,0.55300000000000005,NA,Kinship coeffcient,Loiselle et al 1995,0 y,uns,road,recent roads,FL,P46-Sp1-FL,N,N,N,N,N,N,N,N,rural,N,N,N,N,N,N,2008,Born,Born et al. 2008,"Born, C., Hardy, O.J., Chevallier, M.H., Ossari, S., Attéké, C., Wickings, E.J., Hossaert-Mckey, M., 2008. Small-scale spatial genetic structure in the Central African rainforest tree species Aucoumea klaineana: A stepwise approach to infer the impact of limited gene dispersal, population history and habitat fragmentation. Mol. Ecol. 17, 2041–2050. https://doi.org/10.1111/j.1365-294X.2007.03685.x",Y,Y,Y,Y,N
46,70,Aucoumea klaineana,Burseraceae,tree/shrub,tree,Perennial,Evergreen,Dioecious,m.out,NA,NA,NA,NA,Biotic,Bs,In,Abiotic,Ab-l,Wi,Gabon,Tropical deciduous rainforest,Tropical,Y,N,P5,non-adult,juvenil,Foret des Abeilles,NA,NA,juvenile trees on recent roads,60,microsatellites,10,Y,3.8199999999999998E-2,-1.5299999999999999E-2,1.7000000000000001E-2,7.1999999999999998E-3,NA,NA,3.1E-2,0.50700000000000001,0.51800000000000002,NA,Kinship coeffcient,Loiselle et al 1995,0 y,uns,road,recent roads,FL,P46-Sp1-FL,N,N,N,N,N,N,N,N,rural,N,N,N,N,N,N,2008,Born,Born et al. 2008,"Born, C., Hardy, O.J., Chevallier, M.H., Ossari, S., Attéké, C., Wickings, E.J., Hossaert-Mckey, M., 2008. Small-scale spatial genetic structure in the Central African rainforest tree species Aucoumea klaineana: A stepwise approach to infer the impact of limited gene dispersal, population history and habitat fragmentation. Mol. Ecol. 17, 2041–2050. https://doi.org/10.1111/j.1365-294X.2007.03685.x",Y,Y,Y,Y,N
46,70,Aucoumea klaineana,Burseraceae,tree/shrub,tree,Perennial,Evergreen,Dioecious,m.out,NA,NA,NA,NA,Biotic,Bs,In,Abiotic,Ab-l,Wi,Gabon,Tropical deciduous rainforest,Tropical,Y,N,P6,non-adult,juvenil,Ovan,NA,NA,juvenile trees on recent roads,117,microsatellites,10,Y,6.7799999999999999E-2,-0.01,1.7100000000000001E-2,2.8999999999999998E-3,NA,NA,3.1E-2,0.51100000000000001,0.52500000000000002,NA,Kinship coeffcient,Loiselle et al 1995,0 y,uns,road,recent roads,FL,P46-Sp1-FL,N,N,N,N,N,N,N,N,rural,N,N,N,N,N,N,2008,Born,Born et al. 2008,"Born, C., Hardy, O.J., Chevallier, M.H., Ossari, S., Attéké, C., Wickings, E.J., Hossaert-Mckey, M., 2008. Small-scale spatial genetic structure in the Central African rainforest tree species Aucoumea klaineana: A stepwise approach to infer the impact of limited gene dispersal, population history and habitat fragmentation. Mol. Ecol. 17, 2041–2050. https://doi.org/10.1111/j.1365-294X.2007.03685.x",Y,Y,Y,Y,N
48,72,Rhododendron kaempferi ,Ericaceae,tree/shrub,shrub,Perennial,Semideciduous,Hermaphrodite,NA,NA,NA,,NA,Biotic,Bs,In,Abiotic,Ab-l,Wi,Japan,Deciduous forest,Temperate,N,N,P1,non-defined mixed,non-defined mixed,"Utsonomiya University Forest, independent stems",NA,NA,all shoots in patch (10x10 m),74,microsatellites,5,Y,NA,NA,7.7999999999999996E-3,NA,NA,NA,0.16800000000000001,0.68400000000000005,0.80700000000000005,NA,Kinship coefficient,Loiselle et al. 1995,<50 y,>50 y,silv,logging for choal and materials for compost ,D,P48-Sp1-D,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,2016,Aizawa,Aizawa et al. 2016,"Aizawa, M., Nakayama, C., Ohkubo, T., 2016. Comparison of fine-scale spatial genetic structure of two sympatric Rhododendron shrub species in forest habitat having different seed weights: A case study. Silvae Genet. 65, 39–45. https://doi.org/10.1515/sg-2016-0015",Y,N,N,Y,N
48,73,Rhodondendron semibarbatum,Ericaceae,tree/shrub,shrub,Perennial,Deciduous,Hermaphrodite,m.out,SI,NA,,NA,Biotic,Bs,In,Abiotic,Ab-l,Wi,Japan,Deciduous forest,Temperate,N,N,P1,non-defined mixed,non-defined mixed,"Utsonomiya University Forest, independent stems",NA,NA,all shoots in patch (10x10 m),36,microsatellites,5,Y,NA,NA,1.8499999999999999E-2,NA,NA,NA,9.9000000000000005E-2,0.52200000000000002,0.58399999999999996,NA,Kinship coefficient,Loiselle et al. 1995,<50 y,>50 y,silv,logging for choal and materials for compost ,D,P48-Sp2-D,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,2016,Aizawa,Aizawa et al. 2016,"Aizawa, M., Nakayama, C., Ohkubo, T., 2016. Comparison of fine-scale spatial genetic structure of two sympatric Rhododendron shrub species in forest habitat having different seed weights: A case study. Silvae Genet. 65, 39–45. https://doi.org/10.1515/sg-2016-0015",Y,N,N,Y,N
49,74,Pistacia lentiscus,Anacardiaceae,tree/shrub,shrub,Perennial,Evergreen,Dioecious,m.out,NA,0.999,tm,NA,Abiotic,Ab,Wi,Biotic,Mix-l,Bi,Spain,Mediterranean landscape,Temperate,N,N,P1,adult,adult,Guadalquivir,NA,NA,reproductive ind (all masculines and random fraction femenines),193,microsatellites,7,Y,NA,-1.17E-2,1.2200000000000001E-2,NA,0.152,NA,NA,NA,0.65800000000000003,NA,Kinship coefficient,Loiselle et al. 1995,0 y,uns,log+agr+farm+plant,"cattle rising, cereal fields, vineyards, olive trees and plantations",FH,P49-Sp1-FH,N,N,N,Y,Y,N,N,N,N,N,N,N,Y,N,N,2012,Albadalejo,Albaladejo et al. 2012,"Albaladejo, R.G., Guzmán, B., González-Martínez, S.C., Aparicio, A., 2012. Extensive pollen flow but few pollen donors and high reproductive variance in an extremely fragmented landscape. PLoS One 7, 1–9. https://doi.org/10.1371/journal.pone.0049012",Y,N,Y,Y,N
51,75,Acrocomia aculeata,Arecaceae,tree/shrub,tree,Perennial,Evergreen,Monoecious,m.out,SI,1.2,tm,NA,Biotic,Bs,In,Mixed,Ab-s,Gr,Brazil,Tropical forest,Tropical,N,Y,P1.prom,defined mixed,defined mixed,"adults, juveniles",NA,NA,all adult ind,216,microsatellites,7,Y,3.3500000000000002E-2,-1.6E-2,1.6500000000000001E-2,NA,0.22550000000000001,NA,NA,0.54549999999999998,0.70650000000000002,NA,Coancestry coefficient,"Hardy, 2003",0 y,uns,log+agr+farm+fire+plant,"cattle, fires, selective looging for pastures and plantations",FH,P51-Sp1-FH,Y,N,N,Y,Y,N,N,N,N,Y,N,N,Y,N,N,2017,Araujo,Araujo et al. 2017,"Araújo, M.R.G., Melo Júnior, A.F. de, Menezes, E.V., Brandão, M.M., Cota, L.G., Oliveira, D.A. de, Royo, V. de A., Vieira, F.A., 2017. Fine-scale spatial genetic structure and gene flow in Acrocomia aculeata (Arecaceae): Analysis in an overlapping generation. Biochem. Syst. Ecol. 71, 147–154. https://doi.org/10.1016/j.bse.2017.02.005",Y,Y,Y,Y,N
52,76,Prosopis alba,Fabaceae,tree/shrub,tree,Perennial,Semideciduous,NA,m.out,NA,NA,NA,NA,Biotic,Bs,In,Biotic,T-s,Ro,Argentina,Forest,Subtropical,N,N,P2,adult,adult,"CD population in aboriginalcommunity, many cohorts",NA,NA,reproductive ind ditanced by 50 m,96,microsatellites,12,Y,1.12E-2,-4.8999999999999998E-3,5.0000000000000001E-3,NA,NA,NA,0.16600000000000001,NA,0.68799999999999994,11.08,Kinship coefficient,Loiselle et al. 1995,NA,uns,und,w/o management,U,P52-Sp1-U,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,2016,Bessega,Bessega et al. 2016,"Bessega, C., Pometti, C.L., Ewens, M., Saidman, B.O., Vilardi, J.C., 2016. Fine-scale spatial genetic structure analysis in two Argentine populations of Prosopis alba (Mimosoideae) with different levels of ecological disturbance. Eur. J. For. Res. 135, 495–505. https://doi.org/10.1007/s10342-016-0948-9",Y,Y,Y,Y,N
53,77,Oenocarpus bataua,Arecaceae,tree/shrub,tree,Perennial,Evergreen,Monoecious,m.out,NA,NA,NA,NA,Biotic,Bs,In,Biotic,Mix-l,Bi,Ecuador,Rainforest,Tropical,N,N,P1.1,adult,adult,BBS adults,NA,NA,reproductive ind in patches 130 ha,185,microsatellites,10,Y,1.11E-2,-2.5000000000000001E-3,3.0000000000000001E-3,NA,NA,NA,-0.01,0.68,0.67,5.51,Kinship coeffcient,Loiselle et al. 1995,<20 y,<40 y,log,deforestation,FL,P53-Sp1-FL,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2015,Browne,Browne et al. 2015,"Browne, L., Ottewell, K., Karubian, J., 2015. Short-term genetic consequences of habitat loss and fragmentation for the neotropical palm Oenocarpus bataua. Heredity (Edinb). 115, 389–395. https://doi.org/10.1038/hdy.2015.35",Y,Y,Y,Y,http://dx.doi.org/10.5061/dryad.v025v
53,77,Oenocarpus bataua,Arecaceae,tree/shrub,tree,Perennial,Evergreen,Monoecious,m.out,NA,NA,NA,NA,Biotic,Bs,In,Biotic,Mix-l,Bi,Ecuador,Rainforest,Tropical,Y,N,P4.1,adult,adult,F3 adults,NA,NA,oportunistic sampling of adults in fragment,18,microsatellites,10,Y,-3.1800000000000002E-2,1.23E-2,0,NA,NA,NA,0.03,0.66,0.68,5.54,Kinship coeffcient,Loiselle et al. 1995,0 y,<40 y,log+agr,logging and agriculture matrix,FM,P53-Sp1-FM,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,2015,Browne,Browne et al. 2015,"Browne, L., Ottewell, K., Karubian, J., 2015. Short-term genetic consequences of habitat loss and fragmentation for the neotropical palm Oenocarpus bataua. Heredity (Edinb). 115, 389–395. https://doi.org/10.1038/hdy.2015.35",Y,Y,Y,N,http://dx.doi.org/10.5061/dryad.v025v
54,78,Pinus halepensis,Pinaceae,tree/shrub,tree,Perennial,Evergreen,Monoecious,NA,NA,NA,NA,NA,Abiotic,Ab,Wi,Abiotic,Ab-l,Wi,Spain,Mediterranean forest,Temperate,Y,N,P1.2,adult,adult,Alzira,NA,NA,Non intensive sampling of adults,39,SNP,251,Y,NA,-6.7999999999999996E-3,6.7999999999999996E-3,NA,NA,NA,2.7E-2,NA,0.28999999999999998,NA,Kinship coeffcient,Loiselle et al. 1995,<20 y,<40 y,fire,fequent fires,D,P54-Sp1-D-SNP,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,2017,Budde,Budde et al. 2017,"Budde, K.B., González-Martínez, S.C., Navascués, M., Burgarella, C., Mosca, E., Lorenzo, Z., Zabal-Aguirre, M., Vendramin, G.G., Verdú, M., Pausas, J.G., Heuertz, M., 2017. Increased fire frequency promotes stronger spatial genetic structure and natural selection at regional and local scales in Pinus halepensis Mill. Ann. Bot. 119, 1061–1072. https://doi.org/10.1093/aob/mcw286",Y,N,Y,Y,10.5061/dryad.n193d
54,78,Pinus halepensis,Pinaceae,tree/shrub,tree,Perennial,Evergreen,Monoecious,NA,NA,NA,NA,NA,Abiotic,Ab,Wi,Abiotic,Ab-l,Wi,Spain,Mediterranean forest,Temperate,Y,N,P2.2,adult,adult,Cabanes,NA,NA,Non intensive sampling of adults,31,SNP,251,Y,NA,-1.5599999999999999E-2,1.6E-2,NA,NA,NA,8.3000000000000004E-2,NA,0.24399999999999999,NA,Kinship coeffcient,Loiselle et al. 1995,<20 y,<40 y,fire,fequent fires,D,P54-Sp1-D-SNP,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,2017,Budde,Budde et al. 2017,"Budde, K.B., González-Martínez, S.C., Navascués, M., Burgarella, C., Mosca, E., Lorenzo, Z., Zabal-Aguirre, M., Vendramin, G.G., Verdú, M., Pausas, J.G., Heuertz, M., 2017. Increased fire frequency promotes stronger spatial genetic structure and natural selection at regional and local scales in Pinus halepensis Mill. Ann. Bot. 119, 1061–1072. https://doi.org/10.1093/aob/mcw286",Y,N,Y,Y,10.5061/dryad.n193d
54,78,Pinus halepensis,Pinaceae,tree/shrub,tree,Perennial,Evergreen,Monoecious,NA,NA,NA,NA,NA,Abiotic,Ab,Wi,Abiotic,Ab-l,Wi,Spain,Mediterranean forest,Temperate,Y,N,P3.2,adult,adult,Serra Calderona,NA,NA,Non intensive sampling of adults,64,SNP,251,Y,NA,-1.0699999999999999E-2,1.12E-2,NA,NA,NA,7.0999999999999994E-2,NA,0.3,NA,Kinship coeffcient,Loiselle et al. 1995,<20 y,<40 y,fire,fequent fires,D,P54-Sp1-D-SNP,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,2017,Budde,Budde et al. 2017,"Budde, K.B., González-Martínez, S.C., Navascués, M., Burgarella, C., Mosca, E., Lorenzo, Z., Zabal-Aguirre, M., Vendramin, G.G., Verdú, M., Pausas, J.G., Heuertz, M., 2017. Increased fire frequency promotes stronger spatial genetic structure and natural selection at regional and local scales in Pinus halepensis Mill. Ann. Bot. 119, 1061–1072. https://doi.org/10.1093/aob/mcw286",Y,N,Y,Y,10.5061/dryad.n193d
54,78,Pinus halepensis,Pinaceae,tree/shrub,tree,Perennial,Evergreen,Monoecious,NA,NA,NA,NA,NA,Abiotic,Ab,Wi,Abiotic,Ab-l,Wi,Spain,Mediterranean forest,Temperate,Y,N,P4.1,adult,adult,Eslida,NA,NA,Non intensive sampling of adults,67,microsatellites,9,Y,NA,-1.04E-2,1.09E-2,NA,NA,NA,-6.0000000000000001E-3,NA,0.35899999999999999,2.6059999999999999,Kinship coeffcient,Loiselle et al. 1995,<20 y,<40 y,fire,fequent fires,D,P54-Sp1-D-micros,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,2017,Budde,Budde et al. 2017,"Budde, K.B., González-Martínez, S.C., Navascués, M., Burgarella, C., Mosca, E., Lorenzo, Z., Zabal-Aguirre, M., Vendramin, G.G., Verdú, M., Pausas, J.G., Heuertz, M., 2017. Increased fire frequency promotes stronger spatial genetic structure and natural selection at regional and local scales in Pinus halepensis Mill. Ann. Bot. 119, 1061–1072. https://doi.org/10.1093/aob/mcw286",Y,N,Y,Y,10.5061/dryad.n193d
54,78,Pinus halepensis,Pinaceae,tree/shrub,tree,Perennial,Evergreen,Monoecious,NA,NA,NA,NA,NA,Abiotic,Ab,Wi,Abiotic,Ab-l,Wi,Spain,Mediterranean forest,Temperate,Y,N,P4.2,adult,adult,Eslida,NA,NA,Non intensive sampling of adults,67,SNP,251,Y,NA,-0.01,1.04E-2,NA,NA,NA,5.3999999999999999E-2,NA,0.26600000000000001,NA,Kinship coeffcient,Loiselle et al. 1995,<20 y,<40 y,fire,fequent fires,D,P54-Sp1-D-SNP,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,2017,Budde,Budde et al. 2017,"Budde, K.B., González-Martínez, S.C., Navascués, M., Burgarella, C., Mosca, E., Lorenzo, Z., Zabal-Aguirre, M., Vendramin, G.G., Verdú, M., Pausas, J.G., Heuertz, M., 2017. Increased fire frequency promotes stronger spatial genetic structure and natural selection at regional and local scales in Pinus halepensis Mill. Ann. Bot. 119, 1061–1072. https://doi.org/10.1093/aob/mcw286",Y,N,Y,Y,10.5061/dryad.n193d
54,78,Pinus halepensis,Pinaceae,tree/shrub,tree,Perennial,Evergreen,Monoecious,NA,NA,NA,NA,NA,Abiotic,Ab,Wi,Abiotic,Ab-l,Wi,Spain,Mediterranean forest,Temperate,Y,N,P5.2,adult,adult,Serra d Irta,NA,NA,Non intensive sampling of adults,39,SNP,251,Y,NA,-2E-3,2E-3,NA,NA,NA,3.5999999999999997E-2,NA,0.28000000000000003,NA,Kinship coeffcient,Loiselle et al. 1995,<20 y,<40 y,fire,fequent fires,D,P54-Sp1-D-SNP,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,2017,Budde,Budde et al. 2017,"Budde, K.B., González-Martínez, S.C., Navascués, M., Burgarella, C., Mosca, E., Lorenzo, Z., Zabal-Aguirre, M., Vendramin, G.G., Verdú, M., Pausas, J.G., Heuertz, M., 2017. Increased fire frequency promotes stronger spatial genetic structure and natural selection at regional and local scales in Pinus halepensis Mill. Ann. Bot. 119, 1061–1072. https://doi.org/10.1093/aob/mcw286",Y,N,Y,Y,10.5061/dryad.n193d
54,78,Pinus halepensis,Pinaceae,tree/shrub,tree,Perennial,Evergreen,Monoecious,NA,NA,NA,NA,NA,Abiotic,Ab,Wi,Abiotic,Ab-l,Wi,Spain,Sclerophyllous semideciduous forests,Temperate,Y,N,P6.1,adult,adult,Montan,NA,NA,Non intensive sampling of adults,31,microsatellites,9,Y,NA,-1.6299999999999999E-2,1.6899999999999998E-2,NA,NA,NA,4.2999999999999997E-2,NA,0.39500000000000002,3.23,Kinship coeffcient,Loiselle et al. 1995,<20 y,<40 y,fire,less frequent fires,D,P54-Sp1-D-micros,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,2017,Budde,Budde et al. 2017,"Budde, K.B., González-Martínez, S.C., Navascués, M., Burgarella, C., Mosca, E., Lorenzo, Z., Zabal-Aguirre, M., Vendramin, G.G., Verdú, M., Pausas, J.G., Heuertz, M., 2017. Increased fire frequency promotes stronger spatial genetic structure and natural selection at regional and local scales in Pinus halepensis Mill. Ann. Bot. 119, 1061–1072. https://doi.org/10.1093/aob/mcw286",Y,N,Y,Y,10.5061/dryad.n193d
54,78,Pinus halepensis,Pinaceae,tree/shrub,tree,Perennial,Evergreen,Monoecious,NA,NA,NA,NA,NA,Abiotic,Ab,Wi,Abiotic,Ab-l,Wi,Spain,Sclerophyllous semideciduous forests,Temperate,Y,N,P6.2,adult,adult,Montan,NA,NA,Non intensive sampling of adults,31,SNP,251,Y,NA,-1.37E-2,1.43E-2,NA,NA,NA,6.5000000000000002E-2,NA,0.28000000000000003,NA,Kinship coeffcient,Loiselle et al. 1995,<20 y,<40 y,fire,less frequent fires,D,P54-Sp1-D-SNP,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,2017,Budde,Budde et al. 2017,"Budde, K.B., González-Martínez, S.C., Navascués, M., Burgarella, C., Mosca, E., Lorenzo, Z., Zabal-Aguirre, M., Vendramin, G.G., Verdú, M., Pausas, J.G., Heuertz, M., 2017. Increased fire frequency promotes stronger spatial genetic structure and natural selection at regional and local scales in Pinus halepensis Mill. Ann. Bot. 119, 1061–1072. https://doi.org/10.1093/aob/mcw286",Y,N,Y,Y,10.5061/dryad.n193d
56,80,Dalbergia nigra,Fabaceae,tree/shrub,tree,Perennial,Evergreen,NA,m.out,NA,NA,NA,NA,Biotic,Bs,In,Abiotic,Ab-l,Wi,Brazil,Atlantic forest,Tropical,N,N,P1,adult,adult,Campolina en Rio Doce Reserve,NA,NA,exhaustive in plot 9.3 ha,112,microsatellites,7,Y,3.5999999999999997E-2,-1.7000000000000001E-2,1.7000000000000001E-2,NA,NA,NA,8.6999999999999994E-2,0.64500000000000002,0.70699999999999996,NA,Kinship coefficient,Loiselle et al 1995,NA,NA,und,undisturbed,U,P56-Sp1-U,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,2012,Buzatti,Buzatti et al. 2012,"Buzatti, R.S. de O., Ribeiro, R.A., Filho, J.P. de L., Lovato, M.B., 2012. Fine-scale spatial genetic structure of Dalbergia nigra (Fabaceae), a threatened and endemic tree of the Brazilian Atlantic Forest. Genet. Mol. Biol. 35, 838–846. https://doi.org/10.1590/S1415-47572012005000066",Y,Y,Y,Y,N
57,81,Pyrus bourgaeana,Rosaceae,tree/shrub,tree,Perennial,Deciduous,Monoecious,m.out,SI.gam.prob,NA,NA,NA,Biotic,Bs,In,Biotic,Mix-l,"MMa, Un",Spain,Mediterranean landscape,Temperate,Y,N,P1,adult,adult,RV genet,8.8999999999999996E-2,ind/ha,exhaustive reproductive ind ,40,microsatellites,7,Y,NA,NA,0.08,NA,NA,NA,NA,NA,NA,NA,Kinship coefficient,Loiselle et al 1995,uns,uns,log+fire,"land-use change, wood exploitation and fire",FM,P57-Sp1-FM,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,2019,Castilla,Castilla et al. 2019,"Castilla, A.R., Garrote, P.J., ?ywiec, M., Calvo, G., Suárez-Esteban, A., Delibes, M., Godoy, J.A., Picó, F.X., Fedriani, J.M., 2019. Genetic rescue by distant trees mitigates qualitative pollen limitation imposed by fine-scale spatial genetic structure. Mol. Ecol. 28, 4363–4374. https://doi.org/10.1111/mec.15233",Y,N,N,Y,https ://doi.org/10.5061/dryad.6t72p3j
57,81,Pyrus bourgaeana,Rosaceae,tree/shrub,tree,Perennial,Deciduous,Monoecious,m.out,SI.gam.prob,NA,NA,NA,Biotic,Bs,In,Biotic,Mix-l,"MMa, Un",Spain,Mediterranean landscape,Temperate,Y,N,P2,adult,adult,MG genet,0.39600000000000002,ind/ha,exhaustive reproductive ind ,38,microsatellites,8,Y,NA,NA,0.02,NA,NA,NA,NA,NA,NA,NA,Kinship coefficient,Loiselle et al 1995,uns,uns,log+fire,"land-use change, wood exploitation and fire",FM,P57-Sp1-FM,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,2019,Castilla,Castilla et al. 2019,"Castilla, A.R., Garrote, P.J., ?ywiec, M., Calvo, G., Suárez-Esteban, A., Delibes, M., Godoy, J.A., Picó, F.X., Fedriani, J.M., 2019. Genetic rescue by distant trees mitigates qualitative pollen limitation imposed by fine-scale spatial genetic structure. Mol. Ecol. 28, 4363–4374. https://doi.org/10.1111/mec.15233",Y,N,N,Y,https ://doi.org/10.5061/dryad.6t72p3j
62,86,Annona crassiflora,Annonaceae,tree/shrub,tree,Perennial,Deciduous,Hermaphrodite,NA,protogyny,NA,NA,NA,Biotic,Bs,In,Biotic,Mix-l,Un,Brazil,Savanna,Tropical,N,N,P2,adult,adult,PAB,NA,NA,all ind  4.2 ha,100,microsatellites,10,Y,4.2999999999999997E-2,-2.0299999999999999E-2,2.12E-2,NA,0.17299999999999999,NA,NA,0.60599999999999998,0.73299999999999998,14.2,Kinship coefficient,Loiselle et al 1995,0 y,>80 y,agr+farm,pasture and crops,FH,P62-Sp1-FH,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,2014,Collevatti,Collevatti et al. 2014,"Collevatti, R.G., Telles, M.P.C., Lima, J.S., Gouveia, F.O., Soares, T.N., 2014. Contrasting spatial genetic structure in Annona crassiflora populations from fragmented and pristine savannas. Plant Syst. Evol. 300, 1719–1727. https://doi.org/10.1007/s00606-014-0997-9",Y,Y,Y,Y,N
64,88,Orchis purpurea,Orchidaceae,herb,herb,Perennial,Deciduous,NA,m.out,NA,NA,NA,NA,Biotic,Bs,In,Abiotic,Ab-l,Wi,Belgium,Forest,Temperate,Y,N,P1.1,adult,adult,adults,0.13600000000000001,ind/m2,exhaustive,144,AFLP,3,Y,3.9100000000000003E-2,-1.95E-2,1.95E-2,NA,NA,NA,NA,NA,0.2069,NA,Kinship coefficient,Hardy 2003,<20 y,>20 y,silv,Cambio de manejo a bosque de altura,D,P64-Sp1-D,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,2006,Jacquemyn,Jacquemyn et al. 2006,"Jacquemyn, H., Brys, R., Vandepitte, K., Honnay, O., Roldán-Ruiz, I., 2006. Fine-scale genetic structure of life history stages in the food-deceptive orchid Orchis purpurea. Mol. Ecol. 15, 2801–2808. https://doi.org/10.1111/j.1365-294X.2006.02978.x",Y,Y,Y,Y,N
64,88,Orchis purpurea,Orchidaceae,herb,herb,Perennial,Deciduous,NA,m.out,NA,NA,NA,NA,Biotic,Bs,In,Abiotic,Ab-l,Wi,Belgium,Grassland,Temperate,Y,N,P2.1,adult,adult,adults,0.45900000000000002,ind/m2,exhaustive,78,AFLP,3,Y,4.0500000000000001E-2,-2.3900000000000001E-2,2.4899999999999999E-2,NA,NA,NA,NA,NA,0.2117,NA,Kinship coefficient,Hardy 2003,<20 y,>20 y,fert,fertilizer,D,P64-Sp1-D,N,N,N,N,N,N,N,N,N,N,N,N,N,fertilizers,N,2006,Jacquemyn,Jacquemyn et al. 2006,"Jacquemyn, H., Brys, R., Vandepitte, K., Honnay, O., Roldán-Ruiz, I., 2006. Fine-scale genetic structure of life history stages in the food-deceptive orchid Orchis purpurea. Mol. Ecol. 15, 2801–2808. https://doi.org/10.1111/j.1365-294X.2006.02978.x",Y,Y,Y,Y,N
65,89,Orchis mascula,Orchidaceae,herb,herb,Perennial,NA,NA,m.out,NA,NA,NA,NA,Biotic,Bs,In,Abiotic,Ab-l,Wi,Belgium,Forest,Temperate,Y,N,P1.1,adult,adult,S1 adult,NA,NA,exhaustive in plot,77,AFLP,4,Y,0.21299999999999999,-1.2500000000000001E-2,1.2800000000000001E-2,NA,NA,NA,NA,NA,0.15440000000000001,NA,Kinship coefficient,Hardy 2003,>30 y,uns,und,undisturbed for more than 30 y,U,P65-Sp1-U,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,2009,Jacquemyn,Jacquemyn et al. 2009,"Jacquemyn, H., Wiegand, T., Vandepitte, K., Brys, R., Roldán-Ruiz, I., Honnay, O., 2009. Multigenerational analysis of spatial structure in the terrestrial, food-deceptive orchid Orchis mascula. J. Ecol. 97, 206–216. https://doi.org/10.1111/j.1365-2745.2008.01464.x",Y,Y,Y,Y,N
65,89,Orchis mascula,Orchidaceae,herb,herb,Perennial,NA,NA,m.out,NA,NA,NA,NA,Biotic,Bs,In,Abiotic,Ab-l,Wi,Belgium,Forest,Temperate,Y,N,P2.1,adult,adult,S2 adult,NA,NA,exhaustive in plot,94,AFLP,4,Y,1.43E-2,-9.2999999999999992E-3,9.4999999999999998E-3,NA,NA,NA,NA,NA,0.153,NA,Kinship coefficient,Hardy 2003,>30 y,uns,und,undisturbed for more than 30 y,U,P65-Sp1-U,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,2009,Jacquemyn,Jacquemyn et al. 2009,"Jacquemyn, H., Wiegand, T., Vandepitte, K., Brys, R., Roldán-Ruiz, I., Honnay, O., 2009. Multigenerational analysis of spatial structure in the terrestrial, food-deceptive orchid Orchis mascula. J. Ecol. 97, 206–216. https://doi.org/10.1111/j.1365-2745.2008.01464.x",Y,Y,Y,Y,N
