Paper,ID,species,family,life.fo.cat,life.form,life.cycle,foliage,rep.sys,mating.sys,S.I.,outcross.rate,out.rate.unit,selfing.rate,t.pol,pol.clas,pol.v,t.disp,d.clas,d.vec,country,biome,clim.reg,meta,cohort.mean,pop.name,cohort.grp,cohort,Pob.desc,density,dsensity.unit,sampling.type,N,marker,no.markers,FSGS.significance,F(1),bF,Sp,Sp (SE),f o F,FST,FIS ,Ho,He,AR,Kinship.coefficient,Kinship.coefficient (citation),time.w/o.dist,time.from.dist,disturbance,dist.desc,dist.clas,dist.code,logging,experimental.fragmentation,opening.clearings,agriculture,farming,urbanization,mining,construction,roads,fire,silviculture,agrofoestry,plantations,fertilizers/pesticides,conserved,year,first.author,citation,reference,Sp,F1,B,correlogram,data
77,101,Thuja occidentalis,Cupressaceae,tree/shrub,tree,Perennial,Evergreen,Monoecious,mixed,NA,NA,NA,0.54,Abiotic,Ab,Wi,Abiotic,Ab-l,Wi,Canada,Coniferous forest,Temperate,Y,N,P1,non-defined mixed,non-defined mixed,NA,46.72,tree/ha,intensive,100,microsatellites,6,Y,4.7E-2,-1.7000000000000001E-2,1.7999999999999999E-2,NA,7.0000000000000001E-3,NA,NA,0.64,0.66200000000000003,10.08,Kinship coefficient,NA,uns,NA,und,undisturbed,U,P77-Sp1-U,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,2012,Pandey,Pandey & Rajora 2012,"Pandey, M., Rajora, O.P., 2012. Higher fine-scale genetic structure in peripheral than in core populations of a long-lived and mixed-mating conifer - Eastern white cedar (Thuja occidentalis L.). BMC Evol. Biol. 12. https://doi.org/10.1186/1471-2148-12-48",Y,Y,Y,Y,N
77,101,Thuja occidentalis,Cupressaceae,tree/shrub,tree,Perennial,Evergreen,Monoecious,mixed,NA,NA,NA,0.54,Abiotic,Ab,Wi,Abiotic,Ab-l,Wi,Canada,Coniferous forest,Temperate,Y,N,P2,non-defined mixed,non-defined mixed,NA,58.82,tree/ha,intensive,100,microsatellites,6,Y,1.4999999999999999E-2,-8.9999999999999993E-3,8.9999999999999993E-3,NA,-2.5000000000000001E-2,NA,NA,0.64,0.64,16.68,Kinship coefficient,NA,uns,NA,und,undisturbed,U,P77-Sp1-U,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,2012,Pandey,Pandey & Rajora 2012,"Pandey, M., Rajora, O.P., 2012. Higher fine-scale genetic structure in peripheral than in core populations of a long-lived and mixed-mating conifer - Eastern white cedar (Thuja occidentalis L.). BMC Evol. Biol. 12. https://doi.org/10.1186/1471-2148-12-48",Y,Y,Y,Y,N
77,101,Thuja occidentalis,Cupressaceae,tree/shrub,tree,Perennial,Evergreen,Monoecious,mixed,NA,NA,NA,0.54,Abiotic,Ab,Wi,Abiotic,Ab-l,Wi,Canada,Coniferous forest,Temperate,Y,N,P3,non-defined mixed,non-defined mixed,NA,18.2,tree/ha,intensive,100,microsatellites,6,Y,4.4999999999999998E-2,-1.5E-3,1.6E-2,NA,0.05,NA,NA,0.56999999999999995,0.56999999999999995,8.42,Kinship coefficient,NA,NA,long time,agr+silv,agriculture and silviculture,FM,P77-Sp1-FM,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,2012,Pandey,Pandey & Rajora 2012,"Pandey, M., Rajora, O.P., 2012. Higher fine-scale genetic structure in peripheral than in core populations of a long-lived and mixed-mating conifer - Eastern white cedar (Thuja occidentalis L.). BMC Evol. Biol. 12. https://doi.org/10.1186/1471-2148-12-48",Y,Y,Y,Y,N
77,101,Thuja occidentalis,Cupressaceae,tree/shrub,tree,Perennial,Evergreen,Monoecious,mixed,NA,NA,NA,0.54,Abiotic,Ab,Wi,Abiotic,Ab-l,Wi,Canada,Coniferous forest,Temperate,Y,N,P4,non-defined mixed,non-defined mixed,NA,24,tree/ha,intensive,94,microsatellites,6,Y,7.0000000000000007E-2,-2.8999999999999998E-3,3.1E-2,NA,4.3999999999999997E-2,NA,NA,0.505,0.505,7.66,Kinship coefficient,NA,NA,long time,agr+silv,agriculture and silviculture,FM,P77-Sp1-FM,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,2012,Pandey,Pandey & Rajora 2012,"Pandey, M., Rajora, O.P., 2012. Higher fine-scale genetic structure in peripheral than in core populations of a long-lived and mixed-mating conifer - Eastern white cedar (Thuja occidentalis L.). BMC Evol. Biol. 12. https://doi.org/10.1186/1471-2148-12-48",Y,Y,Y,Y,N
79,103,Acacia aroma,Fabaceae,tree/shrub,tree,Perennial,Evergreen,NA,m.out,NA,NA,NA,NA,Biotic,Bs,In,Biotic,Mix-l,Un,Argentina,Dry forest,Tropical,Y,N,P1,adult,adult,LA,NA,NA,intensive,50,AFLP,4,Y,0.04,-0.01,0.02,NA,NA,NA,NA,NA,0.21,NA,Kinship coefficient,NA,NA,>100 y,log+farm+agr,almost totally deforested and highly disturbed,FH,P79-Sp1-FH,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,2018,Pometti,Pometti et al. 2018,"Pometti, C., Bessega, C., Cialdella, A., Ewens, M., Saidman, B., Vilardi, J., 2018. Spatial genetic structure within populations and management implications of the South American species Acacia aroma (Fabaceae). PLoS One 13, 1–14. https://doi.org/10.1371/journal.pone.0192107",Y,Y,Y,Y,N
79,103,Acacia aroma,Fabaceae,tree/shrub,tree,Perennial,Evergreen,NA,m.out,NA,NA,NA,NA,Biotic,Bs,In,Biotic,Mix-l,Un,Argentina,Dry forest,Tropical,Y,N,P3,adult,adult,RO,NA,NA,intensive,22,AFLP,4,Y,0.05,-0.05,0.05,NA,NA,NA,NA,NA,0.21,NA,Kinship coefficient,NA,NA,>100 y,agr+farm+roads,"agriculture, farming, roads",FH,P79-Sp1-FH,N,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,N,2018,Pometti,Pometti et al. 2018,"Pometti, C., Bessega, C., Cialdella, A., Ewens, M., Saidman, B., Vilardi, J., 2018. Spatial genetic structure within populations and management implications of the South American species Acacia aroma (Fabaceae). PLoS One 13, 1–14. https://doi.org/10.1371/journal.pone.0192107",Y,Y,Y,Y,N
79,103,Acacia aroma,Fabaceae,tree/shrub,tree,Perennial,Evergreen,NA,m.out,NA,NA,NA,NA,Biotic,Bs,In,Biotic,Mix-l,Un,Argentina,Dry forest,Tropical,Y,N,P6,adult,adult,QU,NA,NA,intensive,50,AFLP,4,Y,0.15,-0.06,7.0000000000000007E-2,NA,NA,NA,NA,NA,0.23,NA,Kinship coefficient,NA,NA,>100 y,agr+farm,"agriculture, farming",FH,P79-Sp1-FH,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,2018,Pometti,Pometti et al. 2018,"Pometti, C., Bessega, C., Cialdella, A., Ewens, M., Saidman, B., Vilardi, J., 2018. Spatial genetic structure within populations and management implications of the South American species Acacia aroma (Fabaceae). PLoS One 13, 1–14. https://doi.org/10.1371/journal.pone.0192107",Y,Y,Y,Y,N
80,104,Prunus avium,Rosaceae,tree/shrub,tree,Perennial,Evergreen,NA,m.out,NA,NA,NA,NA,Biotic,Bs,In,Biotic,Mix-l,"Bi, MMa",Inglaterra,Temperate forest,Temperate,Y,N,P1,adult,adult,NA,NA,NA,intensive,314,microsatellites,13,Y,6.0999999999999999E-2,-2.8000000000000001E-2,0.03,NA,NA,NA,NA,0.71599999999999997,0.67900000000000005,7.42,Kinship coefficient,Loiselle et al 1995,uns,NA,und,under management for conservation,U,P80-Sp1-U,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,2007,Vaughan,Vaughan et al. 2007,"Vaughan, S.P., Cottrell, J.E., Moodley, D.J., Connolly, T., Russell, K., 2007. Distribution and fine-scale spatial-genetic structure in British wild cherry (Prunus avium L.). Heredity (Edinb). 98, 274–283. https://doi.org/10.1038/sj.hdy.6800935",Y,Y,Y,Y,N
80,104,Prunus avium,Rosaceae,tree/shrub,tree,Perennial,Evergreen,NA,m.out,NA,NA,NA,NA,Biotic,Bs,In,Biotic,Mix-l,"Bi, MMa",Inglaterra,Temperate forest,Temperate,Y,N,P2,adult,adult,NA,NA,NA,intensive,237,microsatellites,13,Y,8.3000000000000004E-2,-4.1000000000000002E-2,4.4999999999999998E-2,NA,NA,NA,NA,0.71399999999999997,0.68899999999999995,7.77,Kinship coefficient,Loiselle et al 1995,uns,NA,und,undisturbed,U,P80-Sp1-U,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,2007,Vaughan,Vaughan et al. 2007,"Vaughan, S.P., Cottrell, J.E., Moodley, D.J., Connolly, T., Russell, K., 2007. Distribution and fine-scale spatial-genetic structure in British wild cherry (Prunus avium L.). Heredity (Edinb). 98, 274–283. https://doi.org/10.1038/sj.hdy.6800935",Y,Y,Y,Y,N
81,105,Glycine soja,Fabaceae,tree/shrub,tree,Perennial,Evergreen,NA,m.self,SC,0.13500000000000001,tm,NA,Biotic,Bs,In,Abiotic,Ab-s,Au,China,Riparian vegetation,Tropical,Y,N,P1,adult,adult,JW1,NA,NA,intensive,110,microsatellites,17,Y,0.23899999999999999,-3.3000000000000002E-2,4.3999999999999997E-2,NA,NA,NA,0.93600000000000005,0.04,0.57999999999999996,2.67,Kinship coefficient,Loiselle et al 1995,NA,uns,log+urb,deforestation and urbanization,FH,P81-Sp1-FH,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,2009,Zhao,Zhao et al 2009,"Zhao, R., Xia, H., Lu, B.R., 2009. Fine-scale genetic structure enhances biparental inbreeding by promoting mating events between more related individuals in wild soybean (Glycine soja; Fabaceae) populations. Am. J. Bot. 96, 1138–1147. https://doi.org/10.3732/ajb.0800173",Y,Y,Y,Y,N
81,105,Glycine soja,Fabaceae,tree/shrub,tree,Perennial,Evergreen,NA,m.self,SC,0.128,tm,NA,Biotic,Bs,In,Abiotic,Ab-s,Au,China,Riparian vegetation,Tropical,Y,N,P2,adult,adult,JW2,NA,NA,intensive,128,microsatellites,17,Y,0.08,-3.3000000000000002E-2,3.5999999999999997E-2,NA,NA,NA,0.93300000000000005,3.9E-2,0.59,2.7,Kinship coefficient,Loiselle et al 1995,NA,uns,log+urb,deforestation and urbanization,FH,P81-Sp1-FH,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,2009,Zhao,Zhao et al 2009,"Zhao, R., Xia, H., Lu, B.R., 2009. Fine-scale genetic structure enhances biparental inbreeding by promoting mating events between more related individuals in wild soybean (Glycine soja; Fabaceae) populations. Am. J. Bot. 96, 1138–1147. https://doi.org/10.3732/ajb.0800173",Y,Y,Y,Y,N
81,105,Glycine soja,Fabaceae,tree/shrub,tree,Perennial,Evergreen,NA,m.self,SC,0.16300000000000001,tm,NA,Biotic,Bs,In,Abiotic,Ab-s,Au,China,Riparian vegetation,Tropical,Y,N,P3,adult,adult,BJ,NA,NA,intensive,515,microsatellites,17,Y,0.42799999999999999,-7.2999999999999995E-2,0.128,NA,NA,NA,0.96499999999999997,0.02,0.47,2.1,Kinship coefficient,Loiselle et al 1995,uns,NA,urb,urbanization,FH,P81-Sp1-FH,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,2009,Zhao,Zhao et al 2009,"Zhao, R., Xia, H., Lu, B.R., 2009. Fine-scale genetic structure enhances biparental inbreeding by promoting mating events between more related individuals in wild soybean (Glycine soja; Fabaceae) populations. Am. J. Bot. 96, 1138–1147. https://doi.org/10.3732/ajb.0800173",Y,Y,Y,Y,N
82,106,Lodoicea maldivica,Arecaeae,tree/shrub,tree,Perennial,Evergreen,Dioecious,m.out,NA,NA,NA,NA,Mixed,Bmx,Re,Abiotic,Ab-s,Gr,Seychelles archipelago,Tropical forest,Tropical,Y,N,P1.1,adult,adult,VdM adult,NA,NA,intensive,339,microsatellites,12,Y,5.5E-2,-1.0999999999999999E-2,1.0999999999999999E-2,2E-3,NA,NA,NA,NA,NA,NA,Kinship coefficient,Loisellle et al 1995,uns,NA,und,w/o recent disturbance,U,P82-Sp1-U,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,2017,Morgan,Morgan et al. 2017,"Morgan, E.J., Kaiser-Bunbury, C.N., Edwards, P.J., Fleischer-Dogley, F., Kettle, C.J., 2017. Keeping it in the family: strong fine-scale genetic structure and inbreeding in Lodoicea maldivica, the largest-seeded plant in the world. Conserv. Genet. 18, 1317–1329. https://doi.org/10.1007/s10592-017-0982-2",Y,Y,Y,N,N
82,106,Lodoicea maldivica,Arecaeae,tree/shrub,tree,Perennial,Evergreen,Dioecious,m.out,NA,NA,NA,NA,Mixed,Bmx,Re,Abiotic,Ab-s,Gr,Seychelles archipelago,Tropical forest,Tropical,Y,N,P2.1,adult,adult,FP adult,NA,NA,intensive,158,microsatellites,12,Y,0.04,-6.0000000000000001E-3,6.0000000000000001E-3,1E-3,NA,NA,NA,NA,NA,NA,Kinship coefficient,Loisellle et al 1995,uns,NA,und,w/o recent disturbance,U,P82-Sp1-U,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,2017,Morgan,Morgan et al. 2017,"Morgan, E.J., Kaiser-Bunbury, C.N., Edwards, P.J., Fleischer-Dogley, F., Kettle, C.J., 2017. Keeping it in the family: strong fine-scale genetic structure and inbreeding in Lodoicea maldivica, the largest-seeded plant in the world. Conserv. Genet. 18, 1317–1329. https://doi.org/10.1007/s10592-017-0982-2",Y,Y,Y,N,N
82,106,Lodoicea maldivica,Arecaeae,tree/shrub,tree,Perennial,Evergreen,Dioecious,m.out,NA,NA,NA,NA,Mixed,Bmx,Re,Abiotic,Ab-s,Gr,Seychelles archipelago,Tropical forest,Tropical,Y,N,P3.1,adult,adult,FF adult,NA,NA,intensive,143,microsatellites,12,Y,3.1E-2,-8.9999999999999993E-3,8.9999999999999993E-3,2E-3,NA,NA,NA,NA,NA,NA,Kinship coefficient,Loisellle et al 1995,uns,NA,und,w/o recent disturbance,U,P82-Sp1-U,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,2017,Morgan,Morgan et al. 2017,"Morgan, E.J., Kaiser-Bunbury, C.N., Edwards, P.J., Fleischer-Dogley, F., Kettle, C.J., 2017. Keeping it in the family: strong fine-scale genetic structure and inbreeding in Lodoicea maldivica, the largest-seeded plant in the world. Conserv. Genet. 18, 1317–1329. https://doi.org/10.1007/s10592-017-0982-2",Y,Y,Y,N,N
86,110,Menyanthes trifoliata,Menyanthaceae,herb,herb,Perennial,Deciduous,Hermaphrodite,m.out,SI,NA,NA,NA,Biotic,Bs,In,Mixed,Ab-l,Wa,Belgium,Bog,Temperate,Y,N,P1,adult,adult,GFA (bog),NA,NA,"2 plots, intersction points in grill",23,microsatellites,11,Y,2.4E-2,-8.9999999999999993E-3,8.9999999999999993E-3,NA,NA,NA,NA,NA,0.82,4.78,Kinship coefficient,Loisellle et al 1995,NA,>150 y,agr+urb+road,"Land-use change ( matrix of roads, buildings, agriculture or forest)",FH,P86-Sp1-FH,N,N,N,Y,N,Y,N,N,Y,N,N,N,N,N,N,2015,Raabova,Raabova et al. 2015,"Raabová, J., Van Rossum, F., Jacquemart, A.L., Raspé, O., 2015. Population size affects genetic diversity and fine-scale spatial genetic structure in the clonal distylous herb Menyanthes trifoliata. Perspect. Plant Ecol. Evol. Syst. 17, 193–200. https://doi.org/10.1016/j.ppees.2015.02.005",Y,Y,Y,N,N
86,110,Menyanthes trifoliata,Menyanthaceae,herb,herb,Perennial,Deciduous,Hermaphrodite,m.out,SI,NA,NA,NA,Biotic,Bs,In,Mixed,Ab-l,Wa,Belgium,Bog,Temperate,Y,N,P2,adult,adult,MAS (bog),NA,NA,"2 plots, intersction points in grill",25,microsatellites,11,Y,7.2999999999999995E-2,-2.8000000000000001E-2,0.03,NA,NA,NA,NA,NA,0.8,4.3499999999999996,Kinship coefficient,Loisellle et al 1995,NA,>150 y,agr+urb+road,"Land-use change ( matrix of roads, buildings, agriculture or forest)",FH,P86-Sp1-FH,N,N,N,Y,N,Y,N,N,Y,N,N,N,N,N,N,2015,Raabova,Raabova et al. 2015,"Raabová, J., Van Rossum, F., Jacquemart, A.L., Raspé, O., 2015. Population size affects genetic diversity and fine-scale spatial genetic structure in the clonal distylous herb Menyanthes trifoliata. Perspect. Plant Ecol. Evol. Syst. 17, 193–200. https://doi.org/10.1016/j.ppees.2015.02.005",Y,Y,Y,N,N
86,110,Menyanthes trifoliata,Menyanthaceae,herb,herb,Perennial,Deciduous,Hermaphrodite,m.out,SI,NA,NA,NA,Biotic,Bs,In,Mixed,Ab-l,Wa,Belgium,Bog,Temperate,Y,N,P3,adult,adult,POU,NA,NA,"2 plots, intersction points in grill",25,microsatellites,11,Y,0.104,-6.3E-2,7.0999999999999994E-2,NA,NA,NA,NA,NA,0.76,3.3,Kinship coefficient,Loisellle et al 1995,NA,>150 y,agr+urb+road,"Land-use change ( matrix of roads, buildings, agriculture or forest)",FH,P86-Sp1-FH,N,N,N,Y,N,Y,N,N,Y,N,N,N,N,N,N,2015,Raabova,Raabova et al. 2015,"Raabová, J., Van Rossum, F., Jacquemart, A.L., Raspé, O., 2015. Population size affects genetic diversity and fine-scale spatial genetic structure in the clonal distylous herb Menyanthes trifoliata. Perspect. Plant Ecol. Evol. Syst. 17, 193–200. https://doi.org/10.1016/j.ppees.2015.02.005",Y,Y,Y,N,N
86,110,Menyanthes trifoliata,Menyanthaceae,herb,herb,Perennial,Deciduous,Hermaphrodite,m.out,SI,NA,NA,NA,Biotic,Bs,In,Mixed,Ab-l,Wa,Belgium,Bog,Temperate,Y,N,P4,adult,adult,FRA,NA,NA,"2 plots, intersction points in grill",21,microsatellites,11,Y,2.1000000000000001E-2,-5.2999999999999999E-2,5.3999999999999999E-2,NA,NA,NA,NA,NA,0.82,4.88,Kinship coefficient,Loisellle et al 1995,NA,>150 y,agr+urb+road,"Land-use change ( matrix of roads, buildings, agriculture or forest)",FH,P86-Sp1-FH,N,N,N,Y,N,Y,N,N,Y,N,N,N,N,N,N,2015,Raabova,Raabova et al. 2015,"Raabová, J., Van Rossum, F., Jacquemart, A.L., Raspé, O., 2015. Population size affects genetic diversity and fine-scale spatial genetic structure in the clonal distylous herb Menyanthes trifoliata. Perspect. Plant Ecol. Evol. Syst. 17, 193–200. https://doi.org/10.1016/j.ppees.2015.02.005",Y,Y,Y,N,N
86,110,Menyanthes trifoliata,Menyanthaceae,herb,herb,Perennial,Deciduous,Hermaphrodite,m.out,SI,NA,NA,NA,Biotic,Bs,In,Mixed,Ab-l,Wa,Belgium,Fen,Temperate,Y,N,P5,adult,adult,SAM (fen),NA,NA,"2 plots, intersction points in grill",47,microsatellites,11,Y,5.2999999999999999E-2,-1.2999999999999999E-2,1.4E-2,NA,NA,NA,NA,NA,0.83,5.15,Kinship coefficient,Loisellle et al 1995,NA,>150 y,agr+urb+road,"Land-use change ( matrix of roads, buildings, agriculture or forest)",FH,P86-Sp1-FH,N,N,N,Y,N,Y,N,N,Y,N,N,N,N,N,N,2015,Raabova,Raabova et al. 2015,"Raabová, J., Van Rossum, F., Jacquemart, A.L., Raspé, O., 2015. Population size affects genetic diversity and fine-scale spatial genetic structure in the clonal distylous herb Menyanthes trifoliata. Perspect. Plant Ecol. Evol. Syst. 17, 193–200. https://doi.org/10.1016/j.ppees.2015.02.005",Y,Y,Y,N,N
86,110,Menyanthes trifoliata,Menyanthaceae,herb,herb,Perennial,Deciduous,Hermaphrodite,m.out,SI,NA,NA,NA,Biotic,Bs,In,Mixed,Ab-l,Wa,Belgium,Fen,Temperate,Y,N,P6,adult,adult,HEI (fen),NA,NA,"2 plots, intersction points in grill",52,microsatellites,11,Y,6.5000000000000002E-2,-2.7E-2,2.9000000000000001E-2,NA,NA,NA,NA,NA,0.84,5.21,Kinship coefficient,Loisellle et al 1995,NA,>150 y,agr+urb+road,"Land-use change ( matrix of roads, buildings, agriculture or forest)",FH,P86-Sp1-FH,N,N,N,Y,N,Y,N,N,Y,N,N,N,N,N,N,2015,Raabova,Raabova et al. 2015,"Raabová, J., Van Rossum, F., Jacquemart, A.L., Raspé, O., 2015. Population size affects genetic diversity and fine-scale spatial genetic structure in the clonal distylous herb Menyanthes trifoliata. Perspect. Plant Ecol. Evol. Syst. 17, 193–200. https://doi.org/10.1016/j.ppees.2015.02.005",Y,Y,Y,N,N
86,110,Menyanthes trifoliata,Menyanthaceae,herb,herb,Perennial,Deciduous,Hermaphrodite,m.out,SI,NA,NA,NA,Biotic,Bs,In,Mixed,Ab-l,Wa,Belgium,Fen,Temperate,Y,N,P7,adult,adult,STO,NA,NA,"2 plots, intersction points in grill",20,microsatellites,11,Y,0.05,-5.1999999999999998E-2,5.5E-2,NA,NA,NA,NA,NA,0.8,4.32,Kinship coefficient,Loisellle et al 1995,NA,>150 y,agr+urb+road,"Land-use change ( matrix of roads, buildings, agriculture or forest)",FH,P86-Sp1-FH,N,N,N,Y,N,Y,N,N,Y,N,N,N,N,N,N,2015,Raabova,Raabova et al. 2015,"Raabová, J., Van Rossum, F., Jacquemart, A.L., Raspé, O., 2015. Population size affects genetic diversity and fine-scale spatial genetic structure in the clonal distylous herb Menyanthes trifoliata. Perspect. Plant Ecol. Evol. Syst. 17, 193–200. https://doi.org/10.1016/j.ppees.2015.02.005",Y,Y,Y,N,N
86,110,Menyanthes trifoliata,Menyanthaceae,herb,herb,Perennial,Deciduous,Hermaphrodite,m.out,SI,NA,NA,NA,Biotic,Bs,In,Mixed,Ab-l,Wa,Belgium,Fen,Temperate,Y,N,P8,adult,adult,GRE,NA,NA,"2 plots, intersction points in grill",20,microsatellites,11,Y,3.5999999999999997E-2,-3.2000000000000001E-2,3.4000000000000002E-2,NA,NA,NA,NA,NA,0.8,4.3600000000000003,Kinship coefficient,Loisellle et al 1995,NA,>150 y,agr+urb+road,"Land-use change ( matrix of roads, buildings, agriculture or forest)",FH,P86-Sp1-FH,N,N,N,Y,N,Y,N,N,Y,N,N,N,N,N,N,2015,Raabova,Raabova et al. 2015,"Raabová, J., Van Rossum, F., Jacquemart, A.L., Raspé, O., 2015. Population size affects genetic diversity and fine-scale spatial genetic structure in the clonal distylous herb Menyanthes trifoliata. Perspect. Plant Ecol. Evol. Syst. 17, 193–200. https://doi.org/10.1016/j.ppees.2015.02.005",Y,Y,Y,N,N
86,110,Menyanthes trifoliata,Menyanthaceae,herb,herb,Perennial,Deciduous,Hermaphrodite,m.out,SI,NA,NA,NA,Biotic,Bs,In,Mixed,Ab-l,Wa,Belgium,Fen,Temperate,Y,N,P9,adult,adult,PLA,NA,NA,"2 plots, intersction points in grill",17,microsatellites,11,Y,5.6000000000000001E-2,-5.1999999999999998E-2,5.5E-2,NA,NA,NA,NA,NA,0.77,3.71,Kinship coefficient,Loisellle et al 1995,NA,>150 y,agr+urb+road,"Land-use change ( matrix of roads, buildings, agriculture or forest)",FH,P86-Sp1-FH,N,N,N,Y,N,Y,N,N,Y,N,N,N,N,N,N,2015,Raabova,Raabova et al. 2015,"Raabová, J., Van Rossum, F., Jacquemart, A.L., Raspé, O., 2015. Population size affects genetic diversity and fine-scale spatial genetic structure in the clonal distylous herb Menyanthes trifoliata. Perspect. Plant Ecol. Evol. Syst. 17, 193–200. https://doi.org/10.1016/j.ppees.2015.02.005",Y,Y,Y,N,N
91,115,Mercurialis perennis,Euphorbiaceae,herb,herb,Perennial,NA,Dioecious,m.out,NA,NA,NA,NA,Abiotic,Ab,Wi,Biotic,T-s,An,Belgium,Forest,Temperate,Y,N,P5,non-defined mixed,non-defined mixed,closed A,NA,NA,every 50 cm in perpendicular axis 20 m,49,AFLP,3,Y,7.5999999999999998E-2,-9.5000000000000001E-2,0.1,NA,NA,NA,NA,NA,NA,NA,Kinship coefficient,Hardy 2003,uns,NA,und,continuous canopy,U,P91-Sp1-U,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,2009,Vandepitte,Vandepitte et al. 2009,"Vandepitte, K., Roldán-Ruiz, I., Leus, L., Jacquemyn, H., Honnay, O., 2009. Canopy closure shapes clonal diversity and fine-scale genetic structure in the dioecious understorey perennial Mercurialis perennis. J. Ecol. 97, 404–414. https://doi.org/10.1111/j.1365-2745.2009.01484.x",Y,Y,Y,Y,N
91,115,Mercurialis perennis,Euphorbiaceae,herb,herb,Perennial,NA,Dioecious,m.out,NA,NA,NA,NA,Abiotic,Ab,Wi,Biotic,T-s,An,Belgium,Forest,Temperate,Y,N,P6,non-defined mixed,non-defined mixed,closed B,NA,NA,every 50 cm in perpendicular axis 20 m,43,AFLP,3,Y,6.0999999999999999E-2,-8.3000000000000004E-2,8.7999999999999995E-2,NA,NA,NA,NA,NA,NA,NA,Kinship coefficient,Hardy 2003,uns,NA,und,continuous canopy,U,P91-Sp1-U,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,2009,Vandepitte,Vandepitte et al. 2009,"Vandepitte, K., Roldán-Ruiz, I., Leus, L., Jacquemyn, H., Honnay, O., 2009. Canopy closure shapes clonal diversity and fine-scale genetic structure in the dioecious understorey perennial Mercurialis perennis. J. Ecol. 97, 404–414. https://doi.org/10.1111/j.1365-2745.2009.01484.x",Y,Y,Y,Y,N
91,115,Mercurialis perennis,Euphorbiaceae,herb,herb,Perennial,NA,Dioecious,m.out,NA,NA,NA,NA,Abiotic,Ab,Wi,Biotic,T-s,An,Belgium,Forest,Temperate,Y,N,P3,non-defined mixed,non-defined mixed,small gaps A,NA,NA,every 50 cm in perpendicular axis 20 m,36,AFLP,3,Y,6.8000000000000005E-2,-7.0000000000000007E-2,7.4999999999999997E-2,NA,NA,NA,NA,NA,NA,NA,Kinship coefficient,Hardy 2003,NA,uns,open.small,small clearing,FL,P91-Sp1-FL,N,N,small,N,N,N,N,N,N,N,N,N,N,N,N,2009,Vandepitte,Vandepitte et al. 2009,"Vandepitte, K., Roldán-Ruiz, I., Leus, L., Jacquemyn, H., Honnay, O., 2009. Canopy closure shapes clonal diversity and fine-scale genetic structure in the dioecious understorey perennial Mercurialis perennis. J. Ecol. 97, 404–414. https://doi.org/10.1111/j.1365-2745.2009.01484.x",Y,Y,Y,Y,N
91,115,Mercurialis perennis,Euphorbiaceae,herb,herb,Perennial,NA,Dioecious,m.out,NA,NA,NA,NA,Abiotic,Ab,Wi,Biotic,T-s,An,Belgium,Forest,Temperate,Y,N,P4,non-defined mixed,non-defined mixed,small gaps B,NA,NA,every 50 cm in perpendicular axis 20 m,27,AFLP,3,Y,7.3999999999999996E-2,-9.0999999999999998E-2,9.8000000000000004E-2,NA,NA,NA,NA,NA,NA,NA,Kinship coefficient,Hardy 2003,NA,uns,open.small,small clearing,FL,P91-Sp1-FL,N,N,small,N,N,N,N,N,N,N,N,N,N,N,N,2009,Vandepitte,Vandepitte et al. 2009,"Vandepitte, K., Roldán-Ruiz, I., Leus, L., Jacquemyn, H., Honnay, O., 2009. Canopy closure shapes clonal diversity and fine-scale genetic structure in the dioecious understorey perennial Mercurialis perennis. J. Ecol. 97, 404–414. https://doi.org/10.1111/j.1365-2745.2009.01484.x",Y,Y,Y,Y,N
