queue_id,candidate_openalex_id,doi,title,publication_year,first_author,source_name,layer_hints,pair_families,abstract_available,triage_class,workload_priority_basis,screening_status,outcome_opened
CFTQ0253,W1984144437,10.1111/j.1095-8339.2004.00323.x,Reproductive ecology of the endemic Lecocarpus pinnatifidus (Asteraceae) in an isolated population in the Galápagos Islands,2004,Marianne Philipp,Botanical Journal of the Linnean Society,I;F,I-F,yes,priority_multilayer_fragmentation,doi_venue_abstract_available_then_year_desc,pending_title_abstract_methods_screen,no
CFTQ0254,W2014380042,10.1055/s-2004-830331,Reduced Fecundity in Small Populations of the Rare PlantGentianopsis ciliate(Gentianaceae),2004,Marc Kéry,Plant Biology,I;F;G_adult,"I-F;G_adult-mean(I,F)",yes,priority_multilayer_fragmentation,doi_venue_abstract_available_then_year_desc,pending_title_abstract_methods_screen,no
CFTQ0255,W2027538968,10.1111/j.0022-0477.2004.00910.x,Why do pollination generalist and specialist plant species show similar reproductive susceptibility to habitat fragmentation?,2004,Lorena Ashworth,Journal of Ecology,I;F,I-F,yes,priority_multilayer_fragmentation,doi_venue_abstract_available_then_year_desc,pending_title_abstract_methods_screen,no
CFTQ0256,W2060265797,10.1111/j.1442-1984.2004.00113.x,"Genetic population structure of the wind‐pollinated, dioecious shrub Juniperus communis in fragmented Dutch heathlands",2004,J. Gerard B. Oostermeijer,Plant Species Biology,I;C;F;G_adult,"I-F;C-F;G_adult-mean(I,F)",yes,priority_multilayer_fragmentation,doi_venue_abstract_available_then_year_desc,pending_title_abstract_methods_screen,no
CFTQ0257,W2075358083,10.1111/j.1365-2745.2004.00933.x,Plant isolation reduces outcross pollen receipt in a partially self‐compatible herb,2004,David H. Duncan,Journal of Ecology,I;C;F;G_adult,"I-F;C-F;G_adult-mean(I,F)",yes,priority_multilayer_fragmentation,doi_venue_abstract_available_then_year_desc,pending_title_abstract_methods_screen,no
CFTQ0258,W2096327592,10.3732/ajb.91.11.1774,Effects of pollen quantity and quality on reproduction and offspring vigor in the rare plant Scorzonera humilis (Asteraceae),2004,Guy Colling,American Journal of Botany,I;F;G_offspring,I-F,yes,priority_multilayer_fragmentation,doi_venue_abstract_available_then_year_desc,pending_title_abstract_methods_screen,no
CFTQ0259,W2112541641,10.1071/bt03139,High self-pollen transfer and low fruit set in buzz-pollinated Dianella revoluta (Phormiaceae),2004,David H. Duncan,Australian Journal of Botany,I;F;G_adult,"I-F;G_adult-mean(I,F)",yes,priority_multilayer_fragmentation,doi_venue_abstract_available_then_year_desc,pending_title_abstract_methods_screen,no
CFTQ0260,W2122701058,10.1890/04-0395,METAPOPULATION DYNAMICS IN CHANGING LANDSCAPES: A NEW SPATIALLY REALISTIC MODEL FOR FOREST PLANTS,2004,Kris Verheyen,Ecology,C;F,C-F,yes,priority_multilayer_fragmentation,doi_venue_abstract_available_then_year_desc,pending_title_abstract_methods_screen,no
CFTQ0261,W2124866932,10.1093/aob/mch098,"Reproductive Ecology of the Endangered Alpine Species Eryngium alpinum L. (Apiaceae): Phenology, Gene Dispersal and Reproductive Success",2004,Myriam Gaudeul,Annals of Botany,I;C;F;G_adult,"I-F;C-F;G_adult-mean(I,F)",yes,priority_multilayer_fragmentation,doi_venue_abstract_available_then_year_desc,pending_title_abstract_methods_screen,no
CFTQ0262,W2126949118,10.1646/q1569,Factors Contributing to Variation in Seed Production among Remnant Populations of the Endangered Daisy Gerbera aurantiaca1,2004,Steven D. Johnson,Biotropica,I;F,I-F,yes,priority_multilayer_fragmentation,doi_venue_abstract_available_then_year_desc,pending_title_abstract_methods_screen,no
CFTQ0263,W2140001937,10.1111/j.0030-1299.2005.13468.x,Pollen limitation and demographic structure in small fragmented populations of Brunsvigia radulosa (Amaryllidaceae),2004,Megan Ward,Oikos,I;F,I-F,yes,priority_multilayer_fragmentation,doi_venue_abstract_available_then_year_desc,pending_title_abstract_methods_screen,no
CFTQ0264,W2170516373,10.1890/03-0398,HUMAN EFFECTS ON LONG-DISTANCE WIND DISPERSAL AND COLONIZATION BY GRASSLAND PLANTS,2004,Merel B. Soons,Ecology,C;F,C-F,yes,priority_multilayer_fragmentation,doi_venue_abstract_available_then_year_desc,pending_title_abstract_methods_screen,no
CFTQ0265,W2170693528,10.1086/386376,"Style Persistence, Pollen Limitation, and Seed Set in the Common Prairie PlantEchinacea angustifolia(Asteraceae)",2004,Stuart Wagenius,International Journal of Plant Sciences,I;F;G_adult,"I-F;G_adult-mean(I,F)",yes,priority_multilayer_fragmentation,doi_venue_abstract_available_then_year_desc,pending_title_abstract_methods_screen,no
CFTQ0266,W2250050461,10.1674/0003-0031(2004)152[0037:dbsctr]2.0.co;2,Does Breeding System Contribute to Rarity of Goldenseal (Hydrastis canadensis)?,2004,Suzanne Sanders,The American Midland Naturalist,C;F,C-F,yes,priority_multilayer_fragmentation,doi_venue_abstract_available_then_year_desc,pending_title_abstract_methods_screen,no
CFTQ0267,W4206485597,10.1646/q1571,Effects of Forest Fragmentation on Pollinator Activity and Consequences for Plant Reproductive Success and Mating Patterns in Bat-pollinated Bombacaceous Trees1,2004,Maurício Quesada,Biotropica,I;C;F,I-F;C-F,yes,priority_multilayer_fragmentation,doi_venue_abstract_available_then_year_desc,pending_title_abstract_methods_screen,no
CFTQ0268,W1975341844,10.1046/j.1365-2745.2003.00753.x,Large‐scale spatial dynamics of plants: a response to Freckleton & Watkinson,2003,Johan Ehrlén,Journal of Ecology,I;C;F;G_adult,"I-F;C-F;G_adult-mean(I,F)",yes,priority_multilayer_fragmentation,doi_venue_abstract_available_then_year_desc,pending_title_abstract_methods_screen,no
CFTQ0269,W1988787001,10.1046/j.1523-1739.2003.01140.x,Effects of Forest Fragmentation and Flowering Phenology on the Reproductive Success and Mating Patterns of the Tropical Dry Forest Tree Pachira quinata,2003,Eric J. Fuchs,Conservation Biology,I;F;G_offspring,I-F,yes,priority_multilayer_fragmentation,doi_venue_abstract_available_then_year_desc,pending_title_abstract_methods_screen,no
CFTQ0270,W2020598999,10.1046/j.1442-9993.2003.t01-4-01287.x,Seed production and germination in two rare and three common co‐occurring Acacia species from south‐east Australia,2003,JULIAN M. BROWN,Austral Ecology,I;F,I-F,yes,priority_multilayer_fragmentation,doi_venue_abstract_available_then_year_desc,pending_title_abstract_methods_screen,no
CFTQ0271,W2024724656,10.1046/j.1365-2745.2003.00787.x,"Floral neighbourhoods in the sea: how floral density, opportunity for outcrossing and population fragmentation affect seed set in Zostera marina",2003,Thorsten B. H. Reusch,Journal of Ecology,I;F;G_adult,"I-F;G_adult-mean(I,F)",yes,priority_multilayer_fragmentation,doi_venue_abstract_available_then_year_desc,pending_title_abstract_methods_screen,no
CFTQ0272,W2095802959,10.1046/j.1365-2664.2003.00847.x,Pollination of Coffea canephora in relation to local and regional agroforestry management,2003,Alexandra‐Maria Klein,Journal of Applied Ecology,I;F,I-F,yes,priority_multilayer_fragmentation,doi_venue_abstract_available_then_year_desc,pending_title_abstract_methods_screen,no
CFTQ0273,W2180502275,10.1086/376812,Effects of Geitonogamy on the Seed Set of Magnolia obovata Thunb. (Magnoliaceae),2003,Kiyoshi Ishida,International Journal of Plant Sciences,I;F;G_offspring,I-F,yes,priority_multilayer_fragmentation,doi_venue_abstract_available_then_year_desc,pending_title_abstract_methods_screen,no
CFTQ0274,W1963858702,10.1046/j.1095-8339.2002.00080.x,"Variation of pollination and resource limitation in a low seed-set tree, Liriodendron chinense (Magnoliaceae)",2002,Shuang‐Quan Huang,Botanical Journal of the Linnean Society,I;F,I-F,yes,priority_multilayer_fragmentation,doi_venue_abstract_available_then_year_desc,pending_title_abstract_methods_screen,no
CFTQ0275,W1997782537,10.1139/b02-105,"Mating system and reproductive fitness traits of eastern white pine (Pinus strobus) in large, central versus small, isolated, marginal populations",2002,Om P. Rajora,Canadian Journal of Botany,C;F;G_offspring,C-F,yes,priority_multilayer_fragmentation,doi_venue_abstract_available_then_year_desc,pending_title_abstract_methods_screen,no
CFTQ0276,W2000501751,10.1046/j.1523-1739.2002.01162.x,Commonness and Long‐Term Survival in Fragmented Habitats: Primula elatior as a Study Case,2002,Fabienne Van Rossum,Conservation Biology,C;F;G_adult,C-F,yes,priority_multilayer_fragmentation,doi_venue_abstract_available_then_year_desc,pending_title_abstract_methods_screen,no
CFTQ0277,W2013720088,10.1046/j.1523-1739.2002.01105.x,Rapid Genetic Decline in a Translocated Population of the Endangered Plant Grevillea scapigera,2002,Siegfried L. Krauss,Conservation Biology,C;F;G_offspring,C-F,yes,priority_multilayer_fragmentation,doi_venue_abstract_available_then_year_desc,pending_title_abstract_methods_screen,no
CFTQ0278,W2081033670,10.1046/j.0022-0477.2001.00638.x,"Effects of habitat fragmentation on pollination: pollinators, pollinia viability and reproductive success",2002,Courtney J. Murren,Journal of Ecology,I;F,I-F,yes,priority_multilayer_fragmentation,doi_venue_abstract_available_then_year_desc,pending_title_abstract_methods_screen,no
CFTQ0279,W2082651269,10.1046/j.1365-2745.2002.00729.x,Reduced colonization capacity in fragmented populations of wind‐dispersed grassland forbs,2002,Merel B. Soons,Journal of Ecology,C;F;G_adult,C-F,yes,priority_multilayer_fragmentation,doi_venue_abstract_available_then_year_desc,pending_title_abstract_methods_screen,no
CFTQ0280,W2110435095,10.1658/1100-9233(2002)013[0885:rsifhd]2.0.co;2,Reproductive success in fragmented habitats: do compatibility systems and pollination specialization matter?,2002,Marcelo A. Aizen,Journal of Vegetation Science,I;F,I-F,yes,priority_multilayer_fragmentation,doi_venue_abstract_available_then_year_desc,pending_title_abstract_methods_screen,no
CFTQ0281,W2138994963,10.1646/0006-3606(2002)034[0589:uoftbb]2.0.co;2,"Use of Fruiting Trees by Birds in Continuous Forest and Riparian Forest Remnants in Los Tuxtlas, Veracruz, Mexico1",2002,Catherine Helen Graham,Biotropica,I;F,I-F,yes,priority_multilayer_fragmentation,doi_venue_abstract_available_then_year_desc,pending_title_abstract_methods_screen,no
CFTQ0282,W2166299569,10.1046/j.1365-2745.2002.00717.x,"Habitat configuration, species traits and plant distributions",2002,Cecilia Duprè,Journal of Ecology,I;F,I-F,yes,priority_multilayer_fragmentation,doi_venue_abstract_available_then_year_desc,pending_title_abstract_methods_screen,no
CFTQ0283,W2543615870,10.1080/11956860.2002.11682737,"Effects of isolation on distribution, fecundity, and survival in the self-incompatibleAchillea millefolium(L.)",2002,Anders Löfgren,Ecoscience,I;F,I-F,yes,priority_multilayer_fragmentation,doi_venue_abstract_available_then_year_desc,pending_title_abstract_methods_screen,no
CFTQ0284,W4237295185,10.1111/j.1654-1103.2002.tb02118.x,Reproductive success in fragmented habitats: do compatibility systems and pollination specialization matter?,2002,Marcelo A. Aizen,Journal of Vegetation Science,I;F,I-F,yes,priority_multilayer_fragmentation,doi_venue_abstract_available_then_year_desc,pending_title_abstract_methods_screen,no
CFTQ0285,W4237344133,10.1111/j.1744-7429.2002.tb00578.x,"Use of Fruiting Trees by Birds in Continuous Forest and Riparian Forest Remnants in Los Tuxtlas, Veracruz, Mexico1",2002,Catherine Helen Graham,Biotropica,I;F,I-F,yes,priority_multilayer_fragmentation,doi_venue_abstract_available_then_year_desc,pending_title_abstract_methods_screen,no
CFTQ0286,W2093470005,10.1111/j.1523-1739.2001.99341.x,Effects of Habitat Size and Patch Isolation on Reproductive Success of the Serpentine Morning Glory,2001,Amy Wolf,Conservation Biology,I;F,I-F,yes,priority_multilayer_fragmentation,doi_venue_abstract_available_then_year_desc,pending_title_abstract_methods_screen,no
CFTQ0287,W2118676038,10.2307/3558406,"Pollination limitation to reproductive success in the Missouri evening primrose, Oenothera macrocarpa (Onagraceae)",2001,Jennifer Moody‐Weis,American Journal of Botany,I;F,I-F,yes,priority_multilayer_fragmentation,doi_venue_abstract_available_then_year_desc,pending_title_abstract_methods_screen,no
CFTQ0288,W2160016728,10.1046/j.1365-2745.2001.00550.x,The effect of plant population size on the interactions between the rare plantGentiana cruciataand its specialized herbivoreMaculinea rebeli,2001,Marc Kéry,Journal of Ecology,I;F;G_adult,"I-F;G_adult-mean(I,F)",yes,priority_multilayer_fragmentation,doi_venue_abstract_available_then_year_desc,pending_title_abstract_methods_screen,no
CFTQ0289,W2178901186,10.1111/j.1744-7429.2001.tb00217.x,"Poachers and Forest Fragmentation Alter Seed Dispersal, Seed Survival, and Seedling Recruitment in the Palm Attalea butyraceae, with Implications for Tropical Tree Diversity1",2001,S. Joseph Wright‬,Biotropica,C;F,C-F,yes,priority_multilayer_fragmentation,doi_venue_abstract_available_then_year_desc,pending_title_abstract_methods_screen,no
CFTQ0290,W4246660625,10.1046/j.1523-1739.2001.99341.x,Effects of Habitat Size and Patch Isolation on Reproductive Success of the Serpentine Morning Glory,2001,Amy Wolf,Conservation Biology,I;F,I-F,yes,priority_multilayer_fragmentation,doi_venue_abstract_available_then_year_desc,pending_title_abstract_methods_screen,no
CFTQ0291,W1654439492,10.1071/bt98082,Patterns of mating in Persoonia mollis (Proteaceae) revealed by an analysis of paternity using AFLP: implications for conservation,2000,Siegfried L. Krauss,Australian Journal of Botany,I;C;F;G_offspring,I-F;C-F,yes,priority_multilayer_fragmentation,doi_venue_abstract_available_then_year_desc,pending_title_abstract_methods_screen,no
CFTQ0292,W2000877843,10.1055/s-2000-16641,High Genetic Diversity and Differentiation in Relict Lowland Populations ofGentianella austriaca(A. and J. Kern.) Holub (Gentianaceae),2000,Josef Greimler,Plant Biology,C;F;G_adult,C-F,yes,priority_multilayer_fragmentation,doi_venue_abstract_available_then_year_desc,pending_title_abstract_methods_screen,no
CFTQ0293,W2484727946,10.1017/cbo9780511623448.019,Ecology and genetics of Grevillea (Proteaceae): implications for conservation of fragmented populations,2000,Robert J. Whelan,Cambridge University Press eBooks,I;C;F,I-F;C-F,yes,priority_multilayer_fragmentation,doi_venue_abstract_available_then_year_desc,pending_title_abstract_methods_screen,no
CFTQ0294,W2080054396,10.1086/314198,"Variability in Pollen Load: Implications for Reproduction and Seedling Vigor in a Rare Plant, Silene douglasii var. Oraria",1999,Erica Brown,International Journal of Plant Sciences,I;F,I-F,yes,priority_multilayer_fragmentation,doi_venue_abstract_available_then_year_desc,pending_title_abstract_methods_screen,no
CFTQ0295,W2250077582,10.2307/2656802,"Clonal plant research: proliferation, integration, but not much evolution",1999,Christopher G. Eckert,American Journal of Botany,C;F;G_adult,C-F,yes,priority_multilayer_fragmentation,doi_venue_abstract_available_then_year_desc,pending_title_abstract_methods_screen,no
CFTQ0296,W2089896537,10.1046/j.1365-2664.1998.355343.x,Bioindication using trap‐nesting bees and wasps and their natural enemies: community structure and interactions,1998,Teja Tscharntke,Journal of Applied Ecology,I;F;G_adult,"I-F;G_adult-mean(I,F)",yes,priority_multilayer_fragmentation,doi_venue_abstract_available_then_year_desc,pending_title_abstract_methods_screen,no
CFTQ0297,W2123478824,10.2307/1479084,Pollen and gene flow in fragmented habitats,1998,Manja M. Kwak,Applied Vegetation Science,I;C;F;G_adult,"I-F;C-F;G_adult-mean(I,F)",yes,priority_multilayer_fragmentation,doi_venue_abstract_available_then_year_desc,pending_title_abstract_methods_screen,no
CFTQ0298,W2138043077,10.1046/j.1523-1739.1998.97154.x,The Potential Consequences of Pollinator Declines on the Conservation of Biodiversity and Stability of Food Crop Yields,1998,,Conservation Biology,I;F,I-F,yes,priority_multilayer_fragmentation,doi_venue_abstract_available_then_year_desc,pending_title_abstract_methods_screen,no
CFTQ0299,W4238262553,10.1111/j.1523-1739.1998.97154.x,The Potential Consequences of Pollinator Declines on the Conservation of Biodiversity and Stability of Food Crop Yields,1998,"Allen-Wardell, Gordon",Conservation Biology,I;F,I-F,yes,priority_multilayer_fragmentation,doi_venue_abstract_available_then_year_desc,pending_title_abstract_methods_screen,no
CFTQ0300,W1591605232,10.1046/j.1523-1739.1997.96013.x,Reproductive Success Increases with Local Density of Conspecif ics in a Desert Mustard (Lesquerella fendleri). El Exito Reproductivo Incrementa con la Densidad Local de Coespecificos en la Mostaza del Desierto (Lesquerella fendleri),1997,Julia Roll,Conservation Biology,I;F,I-F,yes,priority_multilayer_fragmentation,doi_venue_abstract_available_then_year_desc,pending_title_abstract_methods_screen,no
CFTQ0301,W2109639195,10.1093/oxfordjournals.jhered.a023104,Reproductive and Genetic Consequences of Forest Fragmentation: Two Case Studies of Neotropical Canopy Trees,1997,J. D. Nason,Journal of Heredity,I;C;F,I-F;C-F,yes,priority_multilayer_fragmentation,doi_venue_abstract_available_then_year_desc,pending_title_abstract_methods_screen,no
CFTQ0302,W2161629259,10.2307/2446466,Mating structure and inbreeding and outbreeding depression in the rare plant Gentianella germanica (Gentianaceae),1997,Markus Fischer,American Journal of Botany,I;C;F;G_offspring,I-F;C-F,yes,priority_multilayer_fragmentation,doi_venue_abstract_available_then_year_desc,pending_title_abstract_methods_screen,no
CFTQ0303,W2329963865,10.2307/2426756,Facultative Self-pollination in Island Irises,1997,Richard Zink,The American Midland Naturalist,I;F;G_adult,"I-F;G_adult-mean(I,F)",yes,priority_multilayer_fragmentation,doi_venue_abstract_available_then_year_desc,pending_title_abstract_methods_screen,no
CFTQ0304,W2028322949,10.1111/j.1469-8137.1995.tb03019.x,Pollination ecology and patch‐dependent reproductive success of the rare perennialGentiana pneumonantheL.,1995,Theodora Petanidou,New Phytologist,I;F;G_adult,"I-F;G_adult-mean(I,F)",yes,priority_multilayer_fragmentation,doi_venue_abstract_available_then_year_desc,pending_title_abstract_methods_screen,no
CFTQ0305,W2093297053,10.1111/j.1438-8677.1995.tb00784.x,Effects of outcrossing distance and selfing on fitness components in the rareGentiana pneumonanthe(Gentianaceae),1995,J. Gerard B. Oostermeijer,Acta Botanica Neerlandica,I;F;G_offspring,I-F,yes,priority_multilayer_fragmentation,doi_venue_abstract_available_then_year_desc,pending_title_abstract_methods_screen,no
CFTQ0306,W2118097750,10.1071/bt9950001,"Ecological Studies of the Endangered Rutidosis Leptorrhynchoides .I. Seed Production, Soil Seed Bank Dynamics, Population Density and Their Effects on Recruitment",1995,J. W. Morgan,Australian Journal of Botany,I;F,I-F,yes,priority_multilayer_fragmentation,doi_venue_abstract_available_then_year_desc,pending_title_abstract_methods_screen,no
CFTQ0307,W140979288,10.1007/978-3-0348-8510-2_35,D: Fragmented plant populations and their lost interactions,1994,James Olesen,Conservation Genetics,I;C;F,I-F;C-F,yes,priority_multilayer_fragmentation,doi_venue_abstract_available_then_year_desc,pending_title_abstract_methods_screen,no
CFTQ0308,W2052402943,10.2307/3544841,Insect Flower Visitation Frequency and Seed Production in Relation to Patch Size of Viscaria vulgaris (Caryophyllaceae),1993,Ola Jennersten,Oikos,I;F,I-F,yes,priority_multilayer_fragmentation,doi_venue_abstract_available_then_year_desc,pending_title_abstract_methods_screen,no
CFTQ0309,W2127498558,10.1046/j.1523-1739.1993.07020279.x,Accelerating Forest Succession in a Fragmented Landscape: The Role of Birds and Perches,1993,Tim R. McClanahan,Conservation Biology,C;F,C-F,yes,priority_multilayer_fragmentation,doi_venue_abstract_available_then_year_desc,pending_title_abstract_methods_screen,no
CFTQ0310,W2010788366,10.2307/2388236,Predators of Fig Wasps,1988,Judith L. Bronstein,Biotropica,I;F,I-F,yes,priority_multilayer_fragmentation,doi_venue_abstract_available_then_year_desc,pending_title_abstract_methods_screen,no
CFTQ0311,W2042377411,10.2307/1939860,"Patch Size, Pollinator Behavior, and Pollinator Limitation in Catnip",1987,Andrew Sih,Ecology,I;F,I-F,yes,priority_multilayer_fragmentation,doi_venue_abstract_available_then_year_desc,pending_title_abstract_methods_screen,no
CFTQ0312,W2755473254,10.1007/s00442-017-3941-1,"Habitat fragmentation leads to reduced pollinator visitation, fruit production and recruitment in urban mangrove forests",2017,Tyge Dahl Hermansen,Oecologia,I;F,I-F,no,priority_multilayer_fragmentation,remaining_target_pair_candidate,pending_title_abstract_methods_screen,no
CFTQ0313,W2009476545,10.1016/j.biocon.2013.05.011,Complex interactions between remnant shape and the mating system strongly influence reproductive output and progeny performance in fragmented populations of a bird-pollinated shrub,2013,Tanya M. Llorens,Biological Conservation,C;F,C-F,no,priority_multilayer_fragmentation,remaining_target_pair_candidate,pending_title_abstract_methods_screen,no
CFTQ0314,W2068190734,10.1016/j.baae.2012.03.007,Status of pollinators and their efficiency in coffee fruit set in a fragmented landscape mosaic in South India,2012,Smitha Krishnan,Basic and Applied Ecology,I;F,I-F,no,priority_multilayer_fragmentation,remaining_target_pair_candidate,pending_title_abstract_methods_screen,no
CFTQ0315,W2141845198,10.1016/j.biocon.2009.01.017,"Effects of fragmentation on pollinator assemblage, pollen limitation and seed production of Mediterranean myrtle (Myrtus communis)",2009,Juan P. González‐Varo,Biological Conservation,I;F,I-F,no,priority_multilayer_fragmentation,remaining_target_pair_candidate,pending_title_abstract_methods_screen,no
CFTQ0316,W1967019599,10.1016/j.biocon.2007.09.014,Effects of fragmentation on pollinator abundance and fruit set of an abundant understory palm in a Mexican tropical forest,2007,Armando Aguirre‐Jaimes,Biological Conservation,I;F,I-F,no,priority_multilayer_fragmentation,remaining_target_pair_candidate,pending_title_abstract_methods_screen,no
CFTQ0317,W2083647153,10.1016/j.flora.2006.12.002,"Fragment size, pollination efficiency and reproductive success in natural populations of wind-pollinated Polylepis australis (Rosaceae) trees",2007,Peggy Seltmann,Flora,I;F,I-F,no,priority_multilayer_fragmentation,remaining_target_pair_candidate,pending_title_abstract_methods_screen,no
CFTQ0318,W4385812075,10.33915/etd.12125,The Birds and The Bees and The Willows: Understanding the reproductive biology of Salix nigra Marsh.,2023,Julianne Grady,,I;C;F,I-F;C-F,yes,priority_multilayer_fragmentation,remaining_target_pair_candidate,pending_title_abstract_methods_screen,no
CFTQ0319,W3118550793,,Flowers and bees in the city: The impact of urbanisation on native plants and their insect pollinators,2021,Emily L. Eakin-Busher,Murdoch Research Repository (Murdoch University),I;F,I-F,yes,priority_multilayer_fragmentation,remaining_target_pair_candidate,pending_title_abstract_methods_screen,no
CFTQ0320,W2941746510,10.53846/goediss-7381,"Farmland heterogeneity effects on biodiversity, community traits and insect pollination",2019,Annika Louise Hass,,I;F,I-F,yes,priority_multilayer_fragmentation,remaining_target_pair_candidate,pending_title_abstract_methods_screen,no
CFTQ0321,W2975094968,,Exotic Species and Temporal Variation in Hawaiian Floral Visitation Networks,2019,Jennifer Lynn Imamura,eScholarship (California Digital Library),I;F,I-F,yes,priority_multilayer_fragmentation,remaining_target_pair_candidate,pending_title_abstract_methods_screen,no
CFTQ0322,W2977031858,,"The effect of urbanization on reproduction and selection on floral traits in the wildflower, Linaria vulgaris",2019,Ariana Longley,The Atrium (University of Guelph),I;F;G_adult,"I-F;G_adult-mean(I,F)",yes,priority_multilayer_fragmentation,remaining_target_pair_candidate,pending_title_abstract_methods_screen,no
CFTQ0323,W2513319545,,Processes of Forest Fragmentation ant Its Impacts,2016,Beyene Belay,Journals & Books Hosting (International Knowledge Sharing Platform),I;C;F;G_adult,"I-F;C-F;G_adult-mean(I,F)",yes,priority_multilayer_fragmentation,remaining_target_pair_candidate,pending_title_abstract_methods_screen,no
CFTQ0324,W2968240617,,"The birds, the bees and Erica: vulnerability of plant-pollinator communities in fragmented fynbos landscapes",2016,Siow Yan Jennifer Angoh,Open University of Cape Town (University of Cape Town),I;F,I-F,yes,priority_multilayer_fragmentation,remaining_target_pair_candidate,pending_title_abstract_methods_screen,no
CFTQ0325,W1499972111,,Ecological and genetic indicators of restoration success,2015,Alison L. Ritchie,UWA Profiles and Research Repository (University of Western Australia),I;C;F;G_adult,"I-F;C-F;G_adult-mean(I,F)",yes,priority_multilayer_fragmentation,remaining_target_pair_candidate,pending_title_abstract_methods_screen,no
CFTQ0326,W2285903167,,"INSIGHTS INTO THE HABITAT AND BREEDING BIOLOGY OF THE FEDERALLY ENDANGERED HERBACEOUS PLANT, THALICTRUM COOLEYI, AHLES",2015,A. RenÃ©e Fortner,The Scholarship East Carolina University's Institutional Repository (East Carolina University),I;F,I-F,yes,priority_multilayer_fragmentation,remaining_target_pair_candidate,pending_title_abstract_methods_screen,no
CFTQ0327,W2301082923,10.31274/etd-180810-4415,Bison-mediated seed dispersal in a tallgrass prairie reconstruction,2015,Peter Gregory Eyheralde,,C;F,C-F,yes,priority_multilayer_fragmentation,remaining_target_pair_candidate,pending_title_abstract_methods_screen,no
CFTQ0328,W2533895449,,Components of Pollen Limitation in Relation to Reproductive Success in Small Populations of Big Bluestem (Andropogon gerardii),2015,Zackary Harris,The Atrium (University of Guelph),I;F,I-F,yes,priority_multilayer_fragmentation,remaining_target_pair_candidate,pending_title_abstract_methods_screen,no
CFTQ0329,W606248887,10.25148/etd.fi15032131,"Pollination, Herbivory, and Habitat Fragmentation: Their Effects on the Reproductive Fitness of Angadenia berteroi, a Native Perennial Plant of the South Florida Pine Rocklands",2015,Beyte Barrios Roque,,I;F,I-F,yes,priority_multilayer_fragmentation,remaining_target_pair_candidate,pending_title_abstract_methods_screen,no
CFTQ0330,W160750919,,The impacts of environmental change on dispersal of large-seeded forest species by the emu,2014,Andrew P. Nield,Murdoch Research Repository (Murdoch University),I;C;F,I-F;C-F,yes,priority_multilayer_fragmentation,remaining_target_pair_candidate,pending_title_abstract_methods_screen,no
CFTQ0331,W1822791394,,The importance of bees in natural and agricultural ecosystems,2013,Paul R. Rhoades,,I;F,I-F,yes,priority_multilayer_fragmentation,remaining_target_pair_candidate,pending_title_abstract_methods_screen,no
CFTQ0332,W2181154483,,Does Individual Flower Density and Patch Level Conspecific Neighbor Density Affect Reproductive Success in a 'Golden Banner' Legume (FABACEAE)?,2012,Danny Minahan,CU Scholar (University of Colorado Boulder),I;F,I-F,yes,priority_multilayer_fragmentation,remaining_target_pair_candidate,pending_title_abstract_methods_screen,no
CFTQ0333,W1846264518,,"Reproductive and Genetic Consequences of Fragmentation in Chokecherry (Prunus virginiana, L.)",2011,Adriana Suarez‐Gonzalez,WinnSpace (University of Winnipeg),I;C;F;G_offspring,I-F;C-F,yes,priority_multilayer_fragmentation,remaining_target_pair_candidate,pending_title_abstract_methods_screen,no
CFTQ0334,W2545502807,,The Effects of Forest Fragmentation on the Reproductive Success of Spring Ephemeral Wildflowers and Their Pollinators,2011,Holly Lynn Schlotman,Journal of Bioresource Management,I;F,I-F,yes,priority_multilayer_fragmentation,remaining_target_pair_candidate,pending_title_abstract_methods_screen,no
CFTQ0335,W4109677,,Population dynamics and functional traits of annual plants - a comparative study on how rare and common arable weeds persist in agroecosystems,2011,Arne Saatkamp,University of Regensburg Publication Server (University of Regensburg),C;F,C-F,yes,priority_multilayer_fragmentation,remaining_target_pair_candidate,pending_title_abstract_methods_screen,no
CFTQ0336,W1572263715,,Orchids as Indicators of Ecosystem Health in Urban Bushland Fragments,2009,Belinda Newman,Murdoch Research Repository (Murdoch University),I;F,I-F,yes,priority_multilayer_fragmentation,remaining_target_pair_candidate,pending_title_abstract_methods_screen,no
CFTQ0337,W2942259356,,Ökologie und Biologie gefährdeter Stromtalpflanzen,2009,Christina Wärner,State and University Library Bremen,I;F,I-F,yes,priority_multilayer_fragmentation,remaining_target_pair_candidate,pending_title_abstract_methods_screen,no
CFTQ0338,W1590194586,,The importance of ecological factors in determining the pattern of interspecific hybridisation in fragmented landscapes of Eucalyptus aggregata,2008,David Luke Field,Research Online (University of Wollongong),I;C;F;G_offspring,I-F;C-F,yes,priority_multilayer_fragmentation,remaining_target_pair_candidate,pending_title_abstract_methods_screen,no
CFTQ0339,W2096697402,,"Flower predation by Zelleria maculata (Lepidoptera) on Peraxilla mistletoes: effects of latitude and fragmentation, and impact on fruit set",2008,Dave Kelly,,I;F,I-F,yes,priority_multilayer_fragmentation,remaining_target_pair_candidate,pending_title_abstract_methods_screen,no
