source_frame,sf06_publication_id,source_publication,n_source_rows,responses,n_species,species,families,land_use_factors,compatibility_systems,sexual_expressions,pollination_contexts,life_forms,ecosystem_types,countries,multilayer_screen_status,screening_note,outcome_opened
SF06,SF06P212,Tamaki et al. (2009) Molecular Ecology 18: 2365- 2374,1,Male fitness,1,Magnolia_stellata,Magnoliaceae,Habitat fragmentation,SC,hermaphrodite,invertebrate generalist,tree,extratropical,Japan,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P213,Tambarussi et al. (2016) International Forestry Review 18:502- 510,1,Male fitness,1,Cariniana_legalis,Lecythidacea,Habitat fragmentation,SC,hermaphrodite,vertebrate specialist,tree,tropical,Brazil,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P214,Tewksbury et al. (2002) PNAS 99:12923- 12926,1,Female fitness,1,Ilex_verticillata,Aquifoliaceae,Habitat Fragmentation,SI,hermaphrodite,invertebrate generalist,shrub,extratropical,USA,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P215,Tomimatsu & Ohara (2002) Conserv Biol 16:1277- 1285,1,Female fitness,1,Trillium_camschatcense,Liliaceae,Habitat Fragmentation,SI,hermaphrodite,invertebrate; generalist,herb,extratropical,Japan,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P216,Tsaliki & Diekmann (2010) Plant Biology 12:622- 629,2,Female fitness,2,Genista_albida; Genista_anglica,Fabaceae,Habitat Fragmentation,SI,hermaphrodite,invertebrate specialist,herb,extratropical,Germany,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P217,Tscheulin & Petanidou (2011) Apidologie 42:67- 77,1,Female fitness,1,Thymbra_capitata,Lamiaceae,Habitat Fragmentation,SI,hermaphrodite,invertebrate; generalist,shrub,extratropical,Greece,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P218,Valdivia et al. (2005) Biodiversity & Conservation 15:1845- 1856,1,Female fitness,1,Lapageria_rosea,Philesiaceae,Habitat Fragmentation,SC,hermaphrodite,invertebrate generalist,herb,extratropical,Chile,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P219,Valdés & García (2011) Journal of Applied Ecology 48:1422- 1431,1,Female fitness,1,Primula_vulgaris,Primulaceae,Habitat Fragmentation,SI,hermaphrodite,invertebrate generalist,herb,extratropical,Spain,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P220,Vallius et al. (2007) Nordic Journal of Botany 25:183- 189,2,Female fitness; Male fitness,1,Dactylorhiza_incarnata,Orchidaceae,Habitat Fragmentation; Habitat fragmentation,SC,hermaphrodite,invertebrate specialist,herb,extratropical,Finland,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P221,van Kleulen & Johnson (2005) American Journal of Botany 92:1124- 1130,2,Female fitness; Pollination,1,Senna_didymobotrya,Fabaceae,Habitat Fragmentation; Habitat fragmentation,SC,hermaphrodite,invertebrate; specialist,shrub,extratropical,South Africa,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P222,Van Rossum (2002) Conserv Biol 16:1286- 1295,1,Female fitness,1,Primula_elatior,Primulaceae,Habitat Fragmentation,SI,hermaphrodite,invertebrate specialist,herb,extratropical,Belgium,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P223,Van Rossum (2009) Belgian Journal of Botany 98- 110,1,Female fitness,1,Lychnis_flos- cuculi,Caryophyllac,Habitat Fragmentation,SC,hermaphrodite,invertebrate generalist,herb,extratropical,Belgium,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P224,"Van Rossum (2010) Perspective in Plant Ecology, Evolution and Systematics 12:21- 29",1,Female fitness,1,Centaurea_jacea,Asteraceae,Habitat Fragmentation,SI,hermaphrodite,invertebrate specialist,herb,extratropical,Belgium,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P225,Van Rossum et al. (2006) Acta Oecologica 30:426- 433,1,Female fitness,1,Primula_veris,Primulaceae,Habitat Fragmentation,SI,hermaphrodite,invertebrate generalist,herb,extratropical,Belgium,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P226,Vivarelli et al. (2011) Botanical Journal of the Linnean Society 165:267- 277,1,Female fitness,1,Ononis_spinosa_subsp._masquillierii,Fabaceae,Habitat Fragmentation,SI,hermaphrodite,invertebrate specialist,herb,extratropical,Italy,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P227,Vranckx et al. (2014) Forest Ecology and Management 312:19- 27,1,Male fitness,1,Quercus_robur,Fagaceae,Habitat fragmentation,SI,monoecious,wind; NA,tree,extratropical,Belgium,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P228,Vranckx et al. (2014) Forest Ecology and Management 328:254- 261,2,Male fitness,1,Quercus_robur,Fagaceae,Habitat fragmentation,SI,monoecious,wind; NA,tree,extratropical,Belgium,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P229,Wagenius & Lyon (2010) Ecology 91:733- 742,4,Female fitness; Pollination,1,Echinacea_angustifolia,Asteraceae,Habitat Fragmentation; Habitat fragmentation,SI,hermaphrodite,invertebrate generalist,herb,extratropical,USA,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P230,Wagenius (2006) Ecology 87:931- 941,4,Female fitness; Pollination,1,Echinacea_angustifolia,Asteraceae,Habitat Fragmentation; Habitat fragmentation,SI,hermaphrodite,invertebrate generalist,herb,extratropical,USA,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P231,Waites & Agren (2004) Journal of Ecology 92:512- 526,1,Pollination,1,Lythrum_salicaria,Lythraceae,population size,SI,hermaphrodite,invertebrate generalist,herb,extratropical,Sweden,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P232,Waites & Ågren (2004) Journal of ecology 92:512- 526,1,Female fitness,1,Lythrum_salicaria,Lythraceae,Habitat Fragmentation,SI,hermaphrodite,invertebrate generalist,herb,extratropical,Sweden,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P233,Wang et al. (2010) Forest Ecology and Management 260:2180- 2188,4,Female fitness; Male fitness,2,Eurycorymbus_cavaleriei; Pinus_tabulaeformis,Sapindaceae; Pinaceae,Habitat fragmentation; Habitat Fragmentation,SC,dioecious; monoecious,invertebrate NA; wind generalist; wind NA,tree,extratropical,China,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P234,Wang et al. (2012) PloS One 7:e48731,2,Female fitness,2,Sagittaria_graminea; Sagittaria_trifolia,Alismataceae,Habitat Fragmentation,SC,monoecious,invertebrate; generalist,herb,extratropical,China,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P235,Warburton et al. (2000) Conserv Biol 96:45- 54,1,Female fitness,1,Santalum_acuminatum,Santalaceae,Habitat Fragmentation,SI,hermaphrodite,invertebrate; specialist,tree,extratropical,Australia,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P236,Ward et al. (2013) Oecologia 171:883- 891,2,Female fitness,2,Gomphocarpus_fruticosus; Gomphocarpus_physocarpus,Asclepiadacea; Apocynaceae,Habitat Fragmentation,SC,hermaphrodite,invertebrate generalist,herb,extratropical; tropical,Australia,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P237,Watanabe et al. (2003) Pl Sp Biol 18:107- 121,1,Female fitness,1,Primula_sieboldii,Primulaceae,Habitat Fragmentation,SC,hermaphrodite,invertebrate specialist,herb,extratropical,Japan,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P238,Weber & Kolb (2011) Evolutionary Ecology 25:417- 428,1,Female fitness,1,Phyteuma_spicatum,Campanulace,Habitat Fragmentation,SI,hermaphrodite,invertebrate specialist,shrub,extratropical,Germany,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P239,Winter et al. (2008) Biological conservation 141:1095- 1104,10,Female fitness,5,Euphorbia_palustris; Jacobaea_paludosa; Lathyrus_clymenum; Sanguisorba_officinalis; Veronica_longifolia,Euphorbiacea; Asteraceae; Fabaceae; Rosaceae; Scrophulariac,Habitat Fragmentation,SI; SC,hermaphrodite,invertebrate generalist; invertebrate; generalist,herb,extratropical,Germany,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P240,Wolf et al. (2000) Conservation Biology 14:454- 463,1,Female fitness,1,Calystegia_collina,Convolvulace,Habitat Fragmentation,SI,hermaphrodite,invertebrate generalist,herb,extratropical,USA,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P241,Woods et al. (2022) Landscape Ecology 37:1059- 1073,4,Female fitness; Pollination,1,Heliconia_tortuosa,Heliconiacea,Habitat Fragmentation; Habitat fragmentation,SC,hermaphrodite,vertebrate specialist,herb,tropical,Costa Rica,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P242,Yates & Ladd (2004) Austral Ecology 29:189- 200,2,Female fitness; Pollination,1,Verticordia_staminosa,Myrtaceae,Habitat Fragmentation; Habitat fragmentation,SC,hermaphrodite,invertebrate generalist,shrub,extratropical,Australia,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P243,Yates & Ladd (2005) Conserv Biol 19:239- 249,1,Female fitness,1,Verticordia_fimbrilepis,Myrtaceae,Habitat Fragmentation,SC,hermaphrodite,invertebrate generalist,shrub,extratropical,Australia,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P244,Yates et al. (2007) Biodiversity and Conservation 16:1379- 1395,2,Male fitness; Pollination,1,Melaleuca_quadrifida,Myrtaceae,Habiat fragmentation; Habitat fragmentation,SC,hermaphrodite,vertebrate specialist; vertebrate generalist,shrub,extratropical,Australia,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P245,Yates et al. (2007) Biological Conservation 136:306- 314.,1,Female fitness,1,Melaleuca_quadrifida,Myrtaceae,Habitat Fragmentation,SC,hermaphrodite,both generalist,shrub,extratropical,Australia,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P246,Yezzi et al. (2020) Plant Ecology 221:1275- 1291,2,Female fitness,2,Margyricarpus_pinnatus; Senecio_pampeanus,Rosaceae; Asteraceae,Habitat Fragmentation,SC,hermaphrodite,invertebrate generalist; invertebrate; generalist,shrub,extratropical,Argentina,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P247,Young & Brown (1999) Genetics Research 73:111- 117,1,Male fitness,1,Rutidosis_leptorrhynchoides,Asteraceae,Habitat fragmentation,SI,hermaphrodite,invertebrate; generalist,herb,extratropical,Australia,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P248,Young & Pickup (2010) Journal of Applied Ecology 47:541- 548,3,Female fitness; Male fitness; Pollination,1,Rutidosis_leptorrhynchoides,Asteraceae,Habitat fragmentation; Habitat Fragmentation,SI,hermaphrodite,invertebrate; generalist,herb,extratropical,Australia,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P249,Yuan et al. (2021) Tropical Ecology 62:27- 33,1,Female fitness,1,Pterospermum_kingtungense,Sterculiaceae,Habitat Fragmentation,SC,hermaphrodite,NA NA,tree,extratropical,China,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P250,Zhang & Lou (2015) Journal of Plant Ecology 8:154- 158,2,Female fitness; Pollination,1,Solanum_rostratum,Solanaceae,Habitat Fragmentation; Habitat fragmentation,NA,hermaphrodite,invertebrate; specialist,herb,tropical,Mexico,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P251,Zhao et al. (2009) American Journal of Botany 96:1138- 1147,1,Male fitness,1,Glycine_max,Fabaceae,Habitat fragmentation,SC,hermaphrodite,invertebrate NA,herb,tropical,China,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P252,Zhao et al. (2014) Botanical Studies 56:1- 9,1,Female fitness,1,Circaeaster_agristis,Circaeasterac,Habitat Fragmentation,NA,hermaphrodite,invertebrate NA,herb,extratropical,China,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P253,Zhou et al. (2016) Scientific Reports 6:21435,1,Female fitness,1,Cleisostoma_linearilobatum,Orchidaceae,Habitat Fragmentation,SC,hermaphrodite,invertebrate generalist,epiphyte,extratropical,China,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P254,Ågren (1996) Ecology 77:1779- 1790,1,Female fitness,1,Lythrum_salicaria,Lythraceae,Habitat Fragmentation,SI,hermaphrodite,invertebrate generalist,herb,extratropical,Sweden,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P255,Ågren et al. (2008) Journal of Ecology 96:334- 345,1,Female fitness,1,Vincetoxicum_hirundinaria,Asclepiadacea,Habitat Fragmentation,SC,hermaphrodite,invertebrate generalist,herb,extratropical,Finland,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
